angle,Velocidade,Tempo
120,-15.36,2.00
120,-15.36,2.00
123,-16.91,2.03
123,-16.91,2.03
128,-17.12,2.06
128,-17.12,2.06
128,-17.12,2.06
0,0.00,0.00
0,0.00,0.00
133,-18.22,2.13
133,-18.22,2.13
138,-19.74,2.17
138,-19.74,2.17
142,-17.55,2.20
142,-17.55,2.20
145,-17.40,2.23
145,-17.40,2.23
149,-19.00,2.27
149,-19.00,2.27
152,-19.07,2.30
152,-19.07,2.30
156,-17.47,2.34
156,-17.47,2.34
160,-18.74,2.37
160,-18.74,2.37
163,-19.05,2.40
163,-19.05,2.40
167,-17.60,2.44
167,-17.60,2.44
171,-18.14,2.47
171,-18.14,2.47
171,-18.14,2.47
0,0.00,0.00
0,0.00,0.00
178,-19.57,2.54
178,-19.57,2.54
183,-19.11,2.57
183,-19.11,2.57
187,-19.83,2.61
187,-19.83,2.61
190,-20.21,2.64
190,-20.21,2.64
194,-19.58,2.68
194,-19.58,2.68
198,-20.10,2.71
198,-20.10,2.71
202,-20.30,2.74
202,-20.30,2.74
205,-19.54,2.78
205,-19.54,2.78
209,-20.05,2.81
209,-20.05,2.81
215,-20.57,2.85
215,-20.57,2.85
219,-19.98,2.88
219,-19.98,2.88
223,-20.69,2.91
223,-20.69,2.91
223,-20.69,2.91
0,0.00,0.00
0,0.00,0.00
232,-19.60,2.98
232,-19.60,2.98
235,-19.89,3.02
235,-19.89,3.02
239,-20.02,3.05
239,-20.02,3.05
243,-20.09,3.08
243,-20.09,3.08
250,-21.12,3.12
250,-21.12,3.12
254,-21.19,3.15
254,-21.19,3.15
258,-21.28,3.19
258,-21.28,3.19
264,-22.40,3.22
264,-22.40,3.22
268,-21.24,3.25
268,-21.24,3.25
272,-21.02,3.29
272,-21.02,3.29
276,-22.64,3.32
276,-22.64,3.32
276,-22.64,3.32
0,0.00,0.00
0,0.00,0.00
287,-20.40,3.39
287,-20.40,3.39
291,-21.03,3.42
291,-21.03,3.42
296,-23.30,3.46
296,-23.30,3.46
302,-22.35,3.49
302,-22.35,3.49
306,-22.45,3.53
306,-22.45,3.53
310,-22.87,3.56
310,-22.87,3.56
317,-20.92,3.59
317,-20.92,3.59
321,-21.46,3.63
321,-21.46,3.63
325,-21.12,3.66
325,-21.12,3.66
329,-20.86,3.70
329,-20.86,3.70
334,-23.19,3.73
334,-23.19,3.73
338,-22.61,3.76
338,-22.61,3.76
338,-22.61,3.76
0,0.00,0.00
0,0.00,0.00
346,-22.02,3.83
346,-22.02,3.83
352,-21.59,3.87
352,-21.59,3.87
355,-22.01,3.90
355,-22.01,3.90
0,-23.75,3.93
0,-23.75,3.93
4,-23.09,3.97
4,-23.09,3.97
8,-23.34,4.00
8,-23.34,4.00
8,-23.34,4.00
14,-23.72,4.00
14,-23.72,4.00
18,-22.53,4.06
18,-22.53,4.06
22,-23.46,4.10
22,-23.46,4.10
26,-23.62,4.13
26,-23.62,4.13
30,-22.91,4.16
30,-22.91,4.16
37,-24.03,4.20
37,-24.03,4.20
41,-23.12,4.23
41,-23.12,4.23
41,-23.12,4.23
0,0.00,0.00
0,0.00,0.00
50,-25.09,4.29
50,-25.09,4.29
54,-24.03,4.33
54,-24.03,4.33
60,-24.87,4.36
60,-24.87,4.36
64,-24.73,4.39
64,-24.73,4.39
69,-23.85,4.43
69,-23.85,4.43
69,-23.85,4.43
0,0.00,0.00
0,0.00,0.00
81,-24.25,4.49
81,-24.25,4.49
85,-25.81,4.53
85,-25.81,4.53
90,-26.37,4.56
90,-26.37,4.56
95,-25.17,4.59
95,-25.17,4.59
95,-25.17,4.59
0,0.00,0.00
0,0.00,0.00
104,-26.06,4.66
104,-26.06,4.66
110,-25.52,4.69
110,-25.52,4.69
115,-26.84,4.72
115,-26.84,4.72
120,-25.81,4.76
120,-25.81,4.76
128,-26.37,4.79
128,-26.37,4.79
132,-26.22,4.83
132,-26.22,4.83
137,-26.09,4.86
137,-26.09,4.86
142,-25.69,4.89
142,-25.69,4.89
147,-25.24,4.93
147,-25.24,4.93
152,-26.80,4.96
152,-26.80,4.96
152,-26.80,4.96
0,0.00,0.00
0,0.00,0.00
163,-26.23,5.03
163,-26.23,5.03
169,-26.71,5.07
169,-26.71,5.07
172,-26.59,5.10
172,-26.59,5.10
178,-26.86,5.13
178,-26.86,5.13
183,-26.10,5.17
183,-26.10,5.17
189,-27.16,5.20
189,-27.16,5.20
194,-26.74,5.24
194,-26.74,5.24
198,-26.97,5.27
198,-26.97,5.27
203,-27.24,5.30
203,-27.24,5.30
211,-26.84,5.34
211,-26.84,5.34
216,-27.50,5.37
216,-27.50,5.37
216,-27.50,5.37
0,0.00,0.00
0,0.00,0.00
228,-27.78,5.44
228,-27.78,5.44
233,-26.60,5.47
233,-26.60,5.47
238,-27.76,5.51
238,-27.76,5.51
243,-27.75,5.54
243,-27.75,5.54
252,-28.89,5.57
252,-28.89,5.57
258,-28.80,5.61
258,-28.80,5.61
263,-27.23,5.64
263,-27.23,5.64
270,-27.79,5.68
270,-27.79,5.68
276,-27.53,5.71
276,-27.53,5.71
281,-30.00,5.74
281,-30.00,5.74
287,-28.49,5.78
287,-28.49,5.78
292,-27.85,5.81
292,-27.85,5.81
292,-27.85,5.81
0,0.00,0.00
0,0.00,0.00
307,-30.24,5.88
307,-30.24,5.88
313,-28.83,5.91
313,-28.83,5.91
320,-27.01,5.95
320,-27.01,5.95
325,-29.36,5.98
325,-29.36,5.98
330,-28.58,6.02
330,-28.58,6.02
335,-29.11,6.05
335,-29.11,6.05
341,-28.76,6.09
341,-28.76,6.09
349,-30.33,6.12
349,-30.33,6.12
355,-28.48,6.15
355,-28.48,6.15
0,-29.40,6.19
0,-29.40,6.19
6,-28.67,6.22
6,-28.67,6.22
6,-28.67,6.22
11,-28.75,6.25
11,-28.75,6.25
16,-27.74,6.28
16,-27.74,6.28
21,-28.71,6.32
21,-28.71,6.32
26,-30.70,6.35
26,-30.70,6.35
35,-29.37,6.38
35,-29.37,6.38
40,-29.51,6.42
40,-29.51,6.42
45,-29.34,6.45
45,-29.34,6.45
45,-29.34,6.45
0,0.00,0.00
0,0.00,0.00
56,-29.47,6.51
56,-29.47,6.51
63,-29.95,6.55
63,-29.95,6.55
68,-28.85,6.58
68,-28.85,6.58
74,-30.34,6.61
74,-30.34,6.61
74,-30.34,6.61
0,0.00,0.00
0,0.00,0.00
85,-30.07,6.68
85,-30.07,6.68
94,-29.72,6.71
94,-29.72,6.71
100,-31.11,6.75
100,-31.11,6.75
106,-31.81,6.78
106,-31.81,6.78
111,-31.26,6.81
111,-31.26,6.81
117,-30.36,6.85
117,-30.36,6.85
117,-30.36,6.85
0,0.00,0.00
0,0.00,0.00
130,-32.24,6.92
130,-32.24,6.92
136,-31.82,6.95
136,-31.82,6.95
145,-30.06,6.98
145,-30.06,6.98
150,-31.52,7.02
150,-31.52,7.02
156,-31.67,7.05
156,-31.67,7.05
161,-30.43,7.09
161,-30.43,7.09
168,-30.64,7.12
168,-30.64,7.12
174,-31.44,7.15
174,-31.44,7.15
179,-31.83,7.19
179,-31.83,7.19
189,-31.85,7.22
189,-31.85,7.22
194,-31.05,7.26
194,-31.05,7.26
200,-31.58,7.29
200,-31.58,7.29
200,-31.58,7.29
0,0.00,0.00
0,0.00,0.00
212,-31.21,7.36
212,-31.21,7.36
218,-31.79,7.39
218,-31.79,7.39
224,-32.17,7.43
224,-32.17,7.43
230,-33.09,7.46
230,-33.09,7.46
240,-32.13,7.49
240,-32.13,7.49
246,-29.84,7.53
246,-29.84,7.53
252,-35.41,7.56
252,-35.41,7.56
259,-32.50,7.60
259,-32.50,7.60
266,-28.89,7.63
266,-28.89,7.63
272,-31.46,7.66
272,-31.46,7.66
278,-33.30,7.70
278,-33.30,7.70
278,-33.30,7.70
0,0.00,0.00
0,0.00,0.00
296,-33.11,7.77
296,-33.11,7.77
300,-32.67,7.80
300,-32.67,7.80
308,-33.63,7.83
308,-33.63,7.83
316,-31.51,7.87
316,-31.51,7.87
322,-32.89,7.90
322,-32.89,7.90
328,-32.69,7.94
328,-32.69,7.94
339,-33.97,7.97
339,-33.97,7.97
345,-33.92,8.00
345,-33.92,8.00
351,-33.09,8.04
351,-33.09,8.04
356,-32.86,8.07
356,-32.86,8.07
4,-32.73,8.11
4,-32.73,8.11
4,-32.73,8.11
10,-33.93,8.14
10,-33.93,8.14
16,-31.64,8.17
16,-31.64,8.17
21,-33.26,8.20
21,-33.26,8.20
27,-34.08,8.24
27,-34.08,8.24
37,-35.07,8.27
37,-35.07,8.27
43,-33.24,8.30
43,-33.24,8.30
49,-34.23,8.34
49,-34.23,8.34
55,-33.46,8.37
55,-33.46,8.37
55,-33.46,8.37
0,0.00,0.00
0,0.00,0.00
68,-33.83,8.44
68,-33.83,8.44
76,-35.37,8.47
76,-35.37,8.47
82,-35.64,8.50
82,-35.64,8.50
89,-35.61,8.53
89,-35.61,8.53
95,-34.95,8.57
95,-34.95,8.57
95,-34.95,8.57
102,-35.91,8.60
102,-35.91,8.60
112,-35.11,80.63
112,-35.11,80.63
119,-34.98,8.00
119,-34.98,8.00
125,-35.18,8.00
125,-35.18,8.00
131,-33.75,80.74
131,-33.75,80.74
140,-35.20,8.00
140,-35.20,8.00
146,-35.54,8.00
146,-35.54,8.00
152,-35.27,80.84
152,-35.27,80.84
162,-35.32,8.00
162,-35.32,8.00
164,-35.78,8.00
164,-35.78,8.00
175,-35.97,80.94
175,-35.97,80.94
181,-34.59,8.00
181,-34.59,8.00
189,-35.57,9.00
189,-35.57,9.00
195,-35.39,90.04
195,-35.39,90.04
8,8.00,8.00
8,8.00,8.00
212,-36.55,9.11
212,-36.55,9.11
217,-35.29,9.14
217,-35.29,9.14
225,-36.89,9.18
225,-36.89,9.18
232,-35.47,9.21
232,-35.47,9.21
241,-36.59,9.25
241,-36.59,9.25
248,-36.15,9.28
248,-36.15,9.28
255,-37.73,9.31
255,-37.73,9.31
263,-36.44,9.35
263,-36.44,9.35
263,-36.44,9.35
0,0.00,0.00
0,0.00,0.00
282,-37.48,9.42
282,-37.48,9.42
289,-35.98,9.45
289,-35.98,9.45
296,-37.70,9.48
296,-37.70,9.48
306,-37.40,9.52
306,-37.40,9.52
313,-36.57,9.55
313,-36.57,9.55
319,-36.10,9.59
319,-36.10,9.59
330,-35.76,9.62
330,-35.76,9.62
337,-36.60,9.65
337,-36.60,9.65
344,-36.34,9.69
344,-36.34,9.69
350,-35.86,9.72
350,-35.86,9.72
358,-36.89,9.76
358,-36.89,9.76
5,-37.25,9.79
5,-37.25,9.79
5,-37.25,9.79
11,-37.03,9.82
11,-37.03,9.82
18,-36.92,9.85
18,-36.92,9.85
29,-36.81,9.89
29,-36.81,9.89
35,-36.49,9.92
35,-36.49,9.92
41,-36.21,9.95
41,-36.21,9.95
48,-36.89,9.99
48,-36.89,9.99
54,-36.22,10.02
54,-36.22,10.02
61,-37.64,10.05
61,-37.64,10.05
61,-37.64,10.05
0,0.00,0.00
0,0.00,0.00
77,-39.11,10.12
77,-39.11,10.12
84,-38.90,10.16
84,-38.90,10.16
96,-37.85,10.19
96,-37.85,10.19
103,-38.79,10.22
103,-38.79,10.22
110,-37.57,10.26
110,-37.57,10.26
117,-38.12,10.29
117,-38.12,10.29
126,-38.49,10.33
126,-38.49,10.33
133,-37.57,10.36
133,-37.57,10.36
139,-37.52,10.40
139,-37.52,10.40
150,-38.92,10.43
150,-38.92,10.43
157,-38.55,10.47
157,-38.55,10.47
164,-37.64,10.50
164,-37.64,10.50
172,-37.03,10.54
172,-37.03,10.54
179,-37.03,10.57
179,-37.03,10.57
187,-36.99,10.61
187,-36.99,10.61
196,-37.81,10.64
196,-37.81,10.64
203,-37.75,10.68
203,-37.75,10.68
210,-37.75,10.71
210,-37.75,10.71
217,-39.11,10.75
217,-39.11,10.75
229,-39.18,10.78
229,-39.18,10.78
231,-37.70,100.82
231,-37.70,100.82
0,0.85,0.85
0,0.85,0.85
253,-37.58,10.89
253,-37.58,10.89
260,-38.41,10.92
260,-38.41,10.92
273,-38.10,10.96
273,-38.10,10.96
280,-37.20,10.99
280,-37.20,10.99
287,-37.46,11.03
287,-37.46,11.03
294,-37.25,11.06
294,-37.25,11.06
304,-37.26,11.10
304,-37.26,11.10
311,-37.58,11.13
311,-37.58,11.13
318,-37.39,11.17
318,-37.39,11.17
329,-36.49,11.20
329,-36.49,11.20
332,-36.49,11.24
332,-36.49,11.24
345,-36.68,11.27
345,-36.68,11.27
351,-37.55,11.31
351,-37.55,11.31
358,-37.96,11.34
358,-37.96,11.34
4,-37.54,101.38
4,-37.54,101.38
15,-36.86,101.41
15,-36.86,101.41
19,-36.32,110.45
19,-36.32,110.45
48,48.00,48.00
48,48.00,48.00
36,-36.42,110.51
36,-36.42,110.51
43,-35.52,110.55
43,-35.52,110.55
58,58.00,58.00
58,58.00,58.00
55,-33.87,110.62
55,-33.87,110.62
66,-36.17,110.65
66,-36.17,110.65
68,68.00,68.00
68,68.00,68.00
79,-40.02,11.07
79,-40.02,11.07
87,-42.01,11.75
87,-42.01,11.75
97,-39.35,11.79
97,-39.35,11.79
104,-36.40,11.82
104,-36.40,11.82
110,-34.98,11.85
110,-34.98,11.85
121,-35.36,11.89
121,-35.36,11.89
121,-35.36,11.93
121,-35.36,11.93
134,-35.83,11.96
134,-35.83,11.96
142,-34.89,11.99
142,-34.89,11.99
149,-34.09,12.03
149,-34.09,12.03
149,-34.09,12.06
149,-34.09,12.06
163,-29.02,102.10
163,-29.02,102.10
0,0.14,0.14
0,0.14,0.14
169,-25.48,12.17
169,-25.48,12.17
169,-25.48,12.20
169,-25.48,12.20
183,-26.24,12.24
183,-26.24,12.24
187,-25.51,12.27
187,-25.51,12.27
194,-22.64,12.31
194,-22.64,12.31
198,-20.26,12.35
198,-20.26,12.35
201,-17.81,12.38
201,-17.81,12.38
204,-15.94,12.41
204,-15.94,12.41
208,-16.46,12.45
208,-16.46,12.45
211,-17.11,12.48
211,-17.11,12.48
216,-17.71,12.52
216,-17.71,12.52
220,-18.02,12.56
220,-18.02,12.56
223,-18.00,12.59
223,-18.00,12.59
226,-16.33,12.63
226,-16.33,12.63
226,-16.33,12.66
226,-16.33,12.66
231,-10.28,12.69
231,-10.28,12.69
233,-7.18,10.00
233,-7.18,10.00
234,-2.67,102.76
234,-2.67,102.76
234,2.12,12.00
234,2.12,12.00
233,3.32,12.00
233,3.32,12.00
232,4.28,12.86
232,4.28,12.86
232,2.58,12.90
232,2.58,12.90
232,2.58,12.93
232,2.58,12.93
232,-1.84,12.96
232,-1.84,12.96
233,-7.71,13.00
233,-7.71,13.00
234,-9.82,13.03
234,-9.82,13.03
234,-9.82,13.06
234,-9.82,13.06
234,-9.82,13.10
234,-9.82,13.10
234,-9.82,13.13
234,-9.82,13.13
234,-9.82,13.17
234,-9.82,13.17
234,-9.82,13.17
0,0.00,0.00
0,0.00,0.00
234,-9.82,13.23
234,-9.82,13.23
270,-44.26,13.27
270,-44.26,13.27
270,-44.26,13.30
270,-44.26,13.30
310,-34.74,13.34
310,-34.74,13.34
313,-26.39,13.37
313,-26.39,13.37
313,-26.39,13.41
313,-26.39,13.41
313,-26.39,13.44
313,-26.39,13.44
328,-22.35,13.48
328,-22.35,13.48
333,-23.56,13.51
333,-23.56,13.51
341,-24.64,13.55
341,-24.64,13.55
345,-26.02,13.58
345,-26.02,13.58
350,-27.46,13.62
350,-27.46,13.62
355,-28.57,13.65
355,-28.57,13.65
2,-30.15,10.00
2,-30.15,10.00
7,-32.45,13.72
7,-32.45,13.72
11,-33.61,13.76
11,-33.61,13.76
11,-33.61,13.79
11,-33.61,13.79
11,-33.61,13.82
11,-33.61,13.82
37,-37.32,13.86
37,-37.32,13.86
43,-37.00,13.89
43,-37.00,13.89
51,-32.79,13.93
51,-32.79,13.93
57,-29.92,13.96
57,-29.92,13.96
60,-30.19,13.99
60,-30.19,13.99
68,-30.59,14.03
68,-30.59,14.03
77,-30.80,14.06
77,-30.80,14.06
83,-33.36,14.10
83,-33.36,14.10
89,-36.22,14.13
89,-36.22,14.13
89,-36.22,14.13
0,0.00,0.00
0,0.00,0.00
105,-34.36,14.20
105,-34.36,14.20
111,-30.33,14.23
111,-30.33,14.23
120,-30.27,14.27
120,-30.27,14.27
126,-32.52,14.30
126,-32.52,14.30
130,-33.66,14.34
130,-33.66,14.34
139,-31.77,14.37
139,-31.77,14.37
139,-31.77,14.41
139,-31.77,14.41
150,-31.22,14.44
150,-31.22,14.44
160,-31.81,14.48
160,-31.81,14.48
165,-31.36,14.51
165,-31.36,14.51
170,-31.23,14.55
170,-31.23,14.55
176,-32.40,14.58
176,-32.40,14.58
176,-32.40,14.62
176,-32.40,14.62
187,-31.30,10.00
187,-31.30,10.00
187,-31.30,10.00
187,-31.30,10.00
187,-31.30,140.00
187,-31.30,140.00
76,76.00,76.00
76,76.00,76.00
206,-31.94,14.08
206,-31.94,14.08
206,-31.94,10.00
206,-31.94,10.00
206,-31.94,10.00
206,-31.94,10.00
206,-31.94,140.00
206,-31.94,140.00
93,93.00,93.00
93,93.00,93.00
206,-31.94,14.10
206,-31.94,14.10
252,-31.69,10.00
252,-31.69,10.00
252,-31.69,10.00
252,-31.69,10.00
273,-31.52,150.00
273,-31.52,150.00
11,11.00,11.00
11,11.00,11.00
275,-30.71,15.01
275,-30.71,15.01
275,-30.71,10.00
275,-30.71,10.00
275,-30.71,10.00
275,-30.71,10.00
275,-30.71,150.00
275,-30.71,150.00
28,28.00,28.00
28,28.00,28.00
316,-31.22,15.03
316,-31.22,15.03
320,-31.52,10.00
320,-31.52,10.00
332,-30.73,10.00
332,-30.73,10.00
332,-30.73,150.00
332,-30.73,150.00
46,46.00,46.00
46,46.00,46.00
332,-30.73,15.05
332,-30.73,15.05
6,-30.76,15.56
8,-30.83,15.59
8,-30.83,15.63
8,-30.83,15.66
27,-31.83,15.69
35,-29.92,15.73
41,-28.56,15.76
45,-29.06,15.79
50,-30.06,15.83
50,-30.06,15.86
59,-29.84,15.90
59,-29.84,15.93
76,-32.24,15.12
119,-29.56,16.69
119,-29.56,16.73
181,-31.22,16.76
181,-31.22,16.80
181,-31.22,16.83
181,-31.22,16.87
181,-31.22,16.91
181,-31.22,16.94
181,-31.22,16.98
181,-31.22,17.01
181,-31.22,17.01
-31,-31.22,17.05
-31,-31.22,17.05
-30,-30.92,17.08
-30,-30.92,17.08
30,30.92,17.11
30,30.92,17.11
0,-30.92,17.15
0,-30.92,17.15
0,-30.92,17.15
8,8.00,8.00
8,8.00,8.00
92,92.00,17.22
92,92.00,17.22
92,92.00,17.22
0,0.00,0.00
0,0.00,0.00
0,0.00,17.29
0,0.00,17.29
0,0.00,17.29
33,33.00,33.00
33,33.00,33.00
2,2.00,17.36
2,2.00,17.36
2,2.00,17.36
0,0.00,0.00
0,0.00,0.00
0,0.92,17.43
0,0.92,17.43
0,0.92,17.43
7,7.47,7.47
7,7.47,7.47
7,7.47,7.47
0,-30.92,17.50
0,-30.92,17.50
225,-30.92,17.53
225,-30.92,17.53
225,-30.92,17.57
225,-30.92,17.57
225,-30.92,17.60
225,-30.92,17.60
225,-30.92,17.64
225,-30.92,17.64
225,-30.92,17.67
225,-30.92,17.67
225,-30.92,17.71
225,-30.92,17.71
225,-30.92,17.75
225,-30.92,17.75
225,-30.92,17.78
225,-30.92,17.78
225,-30.92,17.82
225,-30.92,17.82
340,-30.28,17.85
340,-30.28,17.85
3,-30.48,170.00
3,-30.48,170.00
11,-29.84,170.00
11,-29.84,170.00
0,0.95,0.95
0,0.95,0.95
13,-30.27,17.99
13,-30.27,17.99
39,-30.81,18.02
39,-30.81,18.02
39,-30.81,18.05
39,-30.81,18.05
39,-30.81,18.09
39,-30.81,18.09
56,-30.15,18.12
56,-30.15,18.12
63,-30.94,18.16
63,-30.94,18.16
89,-31.65,18.19
89,-31.65,18.19
89,-31.65,18.19
0,0.00,0.00
0,0.00,0.00
89,-31.65,18.26
89,-31.65,18.26
89,-31.65,18.29
89,-31.65,18.29
89,-31.65,18.33
89,-31.65,18.33
89,-31.65,18.36
89,-31.65,18.36
89,-31.65,18.39
89,-31.65,18.39
89,-31.65,18.43
89,-31.65,18.43
89,-31.65,18.46
89,-31.65,18.46
89,-31.65,18.50
89,-31.65,18.50
89,-31.65,18.53
89,-31.65,18.53
89,-31.65,18.56
89,-31.65,18.56
89,-31.65,18.60
89,-31.65,18.60
89,-31.65,18.63
89,-31.65,18.63
89,-31.65,18.63
0,0.00,0.00
0,0.00,0.00
151,-30.68,18.70
151,-30.68,18.70
151,-30.68,18.74
151,-30.68,18.74
151,-30.68,18.77
151,-30.68,18.77
151,-30.68,18.81
151,-30.68,18.81
151,-30.68,18.84
151,-30.68,18.84
151,-30.68,18.87
151,-30.68,18.87
151,-30.68,18.91
151,-30.68,18.91
151,-30.68,18.94
151,-30.68,18.94
151,-30.68,18.98
151,-30.68,18.98
151,-30.68,19.01
151,-30.68,19.01
151,-30.68,19.05
151,-30.68,19.05
151,-30.68,19.08
151,-30.68,19.08
151,-30.68,19.12
151,-30.68,19.12
151,-30.68,19.16
151,-30.68,19.16
151,-30.68,10.00
151,-30.68,10.00
151,-30.68,10.00
151,-30.68,10.00
151,-30.68,190.00
151,-30.68,190.00
30,30.00,30.00
30,30.00,30.00
151,-30.68,19.03
151,-30.68,19.03
151,-30.68,10.00
151,-30.68,10.00
151,-30.68,10.00
151,-30.68,10.00
151,-30.68,190.00
151,-30.68,190.00
47,47.00,47.00
47,47.00,47.00
151,-30.68,19.05
151,-30.68,19.05
257,-32.15,10.00
257,-32.15,10.00
285,-31.39,10.00
285,-31.39,10.00
289,-30.85,190.00
289,-30.85,190.00
65,65.00,65.00
65,65.00,65.00
289,-30.85,19.07
289,-30.85,19.07
289,-30.85,10.00
289,-30.85,10.00
289,-30.85,10.00
289,-30.85,10.00
335,-31.03,190.00
335,-31.03,190.00
82,82.00,82.00
82,82.00,82.00
335,-31.03,19.08
335,-31.03,19.08
335,-31.03,10.00
335,-31.03,10.00
335,-31.03,10.00
335,-31.03,10.00
335,-31.03,190.00
335,-31.03,190.00
0,0.00,0.00
0,0.00,0.00
335,-31.03,20.03
335,-31.03,20.03
335,-31.03,20.07
335,-31.03,20.07
335,-31.03,20.10
335,-31.03,20.10
44,-30.44,20.14
44,-30.44,20.14
65,-32.70,20.17
65,-32.70,20.17
70,-31.54,20.20
70,-31.54,20.20
70,-31.54,20.24
70,-31.54,20.24
70,-31.54,20.27
70,-31.54,20.27
70,-31.54,20.31
70,-31.54,20.31
70,-31.54,20.34
70,-31.54,20.34
70,-31.54,20.37
70,-31.54,20.37
70,-31.54,20.41
70,-31.54,20.41
70,-31.54,20.44
70,-31.54,20.44
70,-31.54,20.48
70,-31.54,20.48
70,-31.54,20.51
70,-31.54,20.51
70,-31.54,20.51
0,0.00,0.00
0,0.00,0.00
117,-31.54,20.58
117,-31.54,20.58
117,-31.54,20.61
117,-31.54,20.61
117,-31.54,20.65
117,-31.54,20.65
117,-31.54,20.68
117,-31.54,20.68
117,-31.54,20.72
117,-31.54,20.72
151,-31.05,20.75
151,-31.05,20.75
151,-31.05,20.79
151,-31.05,20.79
151,-31.05,20.82
151,-31.05,20.82
151,-31.05,20.86
151,-31.05,20.86
151,-31.05,20.89
151,-31.05,20.89
151,-31.05,20.93
151,-31.05,20.93
151,-31.05,20.96
151,-31.05,20.96
151,-31.05,21.00
151,-31.05,21.00
151,-31.05,21.03
151,-31.05,21.03
151,-31.05,21.07
151,-31.05,21.07
151,-31.05,21.10
151,-31.05,21.10
151,-31.05,201.14
151,-31.05,201.14
0,0.17,0.17
0,0.17,0.17
151,-31.05,21.21
151,-31.05,21.21
151,-31.05,21.24
151,-31.05,21.24
151,-31.05,21.28
151,-31.05,21.28
151,-31.05,21.31
151,-31.05,21.31
151,-31.05,21.35
151,-31.05,21.35
151,-31.05,21.38
151,-31.05,21.38
151,-31.05,21.42
151,-31.05,21.42
151,-31.05,21.45
151,-31.05,21.45
151,-31.05,21.49
151,-31.05,21.49
151,-31.05,21.52
151,-31.05,21.52
151,-31.05,21.56
151,-31.05,21.56
151,-31.05,21.59
151,-31.05,21.59
151,-31.05,21.63
151,-31.05,21.63
151,-31.05,21.66
151,-31.05,21.66
151,-31.05,21.70
151,-31.05,21.70
151,-31.05,21.73
151,-31.05,21.73
151,-31.05,21.77
151,-31.05,21.77
151,-31.05,21.80
151,-31.05,21.80
151,-31.05,201.84
151,-31.05,201.84
0,0.87,0.87
0,0.87,0.87
151,-31.05,21.91
151,-31.05,21.91
151,-31.05,21.94
151,-31.05,21.94
151,-31.05,21.98
151,-31.05,21.98
151,-31.05,22.01
151,-31.05,22.01
151,-31.05,22.05
151,-31.05,22.05
151,-31.05,22.08
151,-31.05,22.08
151,-31.05,22.12
151,-31.05,22.12
151,-31.05,22.15
151,-31.05,22.15
151,-31.05,22.19
151,-31.05,22.19
151,-31.05,22.22
151,-31.05,22.22
151,-31.05,22.26
151,-31.05,22.26
151,-31.05,22.29
