angle,Velocidade,Tempo
65,-12.69,33.39
65,-12.69,33.39
65,-12.69,33.42
65,-12.69,33.42
65,-12.69,33.45
65,-12.69,33.45
64,7.46,33.49
64,7.46,33.49
64,9.07,33.52
64,9.07,33.52
61,8.95,33.55
61,8.95,33.55
61,8.95,33.55
59,7.39,33.50
59,7.39,33.50
59,6.91,33.62
59,6.91,33.62
59,6.91,33.65
59,6.91,33.65
59,6.91,33.68
59,6.91,33.68
59,6.91,33.71
59,6.91,33.71
59,6.91,33.71
59,6.91,33.74
59,6.91,33.74
59,6.91,33.78
59,6.91,33.78
59,6.91,33.81
59,6.91,33.81
59,6.91,33.84
59,6.91,33.84
59,6.91,33.87
59,6.91,33.87
59,6.91,33.87
0,0.00,0.00
0,0.00,0.00
59,6.91,33.94
59,6.91,33.94
59,-3.72,33.97
59,-3.72,33.97
61,-3.52,34.00
61,-3.52,34.00
61,-3.52,34.00
0,0.00,0.00
0,0.00,0.00
62,-0.16,34.07
62,-0.16,34.07
62,-0.16,34.10
62,-0.16,34.10
62,-0.16,34.13
62,-0.16,34.13
62,-0.16,34.17
62,-0.16,34.17
62,-0.16,34.17
0,0.00,0.00
0,0.00,0.00
62,-0.16,34.23
62,-0.16,34.23
62,-0.16,34.26
62,-0.16,34.26
59,1.91,34.30
59,1.91,34.30
58,0.67,34.33
58,0.67,34.33
58,0.67,34.33
58,-0.37,34.36
58,-0.37,34.36
58,-0.37,34.40
58,-0.37,34.40
59,-0.61,34.43
59,-0.61,34.43
59,-0.61,34.46
59,-0.61,34.46
59,-0.61,34.49
59,-0.61,34.49
59,-0.61,34.53
59,-0.61,34.53
59,-0.61,34.56
59,-0.61,34.56
59,-0.61,34.56
0,0.00,0.00
0,0.00,0.00
64,-13.37,34.63
64,-13.37,34.63
64,-13.37,34.66
64,-13.37,34.66
64,-13.37,34.69
64,-13.37,34.69
90,-52.09,34.73
90,-52.09,34.73
90,-52.09,34.76
90,-52.09,34.76
90,-52.09,34.80
90,-52.09,34.80
90,-52.09,34.83
90,-52.09,34.83
90,-52.09,34.87
90,-52.09,34.87
90,-52.09,34.90
90,-52.09,34.90
90,-52.09,34.90
0,0.00,0.00
0,0.00,0.00
90,-52.09,34.97
90,-52.09,34.97
90,-52.09,35.00
90,-52.09,35.00
90,-52.09,35.03
90,-52.09,35.03
90,-52.09,35.07
90,-52.09,35.07
90,-52.09,35.10
90,-52.09,35.10
90,-52.09,35.14
90,-52.09,35.14
90,-52.09,35.17
90,-52.09,35.17
90,-52.09,35.21
90,-52.09,35.21
90,-52.09,35.24
90,-52.09,35.24
90,-52.09,35.27
90,-52.09,35.27
90,-52.09,35.31
90,-52.09,35.31
90,-52.09,35.34
90,-52.09,35.34
90,-52.09,35.34
0,0.00,0.00
0,0.00,0.00
90,-52.09,35.41
90,-52.09,35.41
90,-52.09,35.44
90,-52.09,35.44
90,-52.09,35.48
90,-52.09,35.48
90,-52.09,35.51
90,-52.09,35.51
90,-52.09,35.54
90,-52.09,35.54
90,-52.09,35.58
90,-52.09,35.58
90,-52.09,35.61
90,-52.09,35.61
90,-52.09,35.65
90,-52.09,35.65
90,-52.09,35.68
90,-52.09,35.68
90,-52.09,35.72
90,-52.09,35.72
90,-52.09,35.75
90,-52.09,35.75
90,-52.09,35.75
0,0.00,0.00
0,0.00,0.00
90,-52.09,35.82
90,-52.09,35.82
90,-52.09,35.85
90,-52.09,35.85
90,-52.09,35.88
90,-52.09,35.88
90,-52.09,35.92
90,-52.09,35.92
90,-52.09,35.95
90,-52.09,35.95
90,-52.09,35.99
90,-52.09,35.99
90,-52.09,36.02
90,-52.09,36.02
90,-52.09,36.06
90,-52.09,36.06
90,-52.09,36.09
90,-52.09,36.09
90,-52.09,36.12
90,-52.09,36.12
90,-52.09,36.16
90,-52.09,36.16
90,-52.09,36.19
90,-52.09,36.19
90,-52.09,36.19
0,0.00,0.00
0,0.00,0.00
90,-52.09,36.26
90,-52.09,36.26
90,-52.09,36.29
90,-52.09,36.29
90,-52.09,36.33
90,-52.09,36.33
90,-52.09,36.36
90,-52.09,36.36
90,-52.09,36.40
90,-52.09,36.40
90,-52.09,36.43
90,-52.09,36.43
90,-52.09,36.46
90,-52.09,36.46
90,-52.09,36.50
90,-52.09,36.50
90,-52.09,36.53
90,-52.09,36.53
90,-52.09,36.56
90,-52.09,36.56
90,-52.09,36.60
90,-52.09,36.60
90,-52.09,36.60
0,0.00,0.00
0,0.00,0.00
90,-52.09,36.67
90,-52.09,36.67
90,-52.09,36.70
90,-52.09,36.70
90,-52.09,36.74
90,-52.09,36.74
90,-52.09,36.77
90,-52.09,36.77
90,-52.09,36.80
90,-52.09,36.80
90,-52.09,36.84
90,-52.09,36.84
90,-52.09,36.87
90,-52.09,36.87
90,-52.09,36.90
90,-52.09,36.90
90,-52.09,36.94
90,-52.09,36.94
90,-52.09,36.97
90,-52.09,36.97
90,-52.09,37.01
90,-52.09,37.01
90,-52.09,37.04
90,-52.09,37.04
90,-52.09,37.04
0,0.00,0.00
0,0.00,0.00
90,-52.09,37.11
90,-52.09,37.11
90,-52.09,37.14
90,-52.09,37.14
90,-52.09,37.18
90,-52.09,37.18
90,-52.09,37.21
90,-52.09,37.21
90,-52.09,37.24
90,-52.09,37.24
90,-52.09,37.28
90,-52.09,37.28
90,-52.09,37.31
90,-52.09,37.31
90,-52.09,37.35
90,-52.09,37.35
90,-52.09,37.38
90,-52.09,37.38
90,-52.09,37.42
90,-52.09,37.42
90,-52.09,37.45
90,-52.09,37.45
90,-52.09,37.45
0,0.00,0.00
0,0.00,0.00
90,-52.09,37.52
90,-52.09,37.52
90,-52.09,37.55
90,-52.09,37.55
90,-52.09,37.58
90,-52.09,37.58
90,-52.09,37.62
90,-52.09,37.62
90,-52.09,37.65
90,-52.09,37.65
90,-52.09,37.69
90,-52.09,37.69
90,-52.09,37.72
90,-52.09,37.72
90,-52.09,37.76
90,-52.09,37.76
90,-52.09,37.79
90,-52.09,37.79
90,-52.09,37.82
90,-52.09,37.82
90,-52.09,37.86
90,-52.09,37.86
90,-52.09,37.89
90,-52.09,37.89
90,-52.09,37.89
0,0.00,0.00
0,0.00,0.00
90,-52.09,37.96
90,-52.09,37.96
90,-52.09,37.99
90,-52.09,37.99
90,-52.09,38.03
90,-52.09,38.03
90,-52.09,38.06
90,-52.09,38.06
90,-52.09,38.10
90,-52.09,38.10
90,-52.09,38.13
90,-52.09,38.13
90,-52.09,38.16
90,-52.09,38.16
90,-52.09,38.20
90,-52.09,38.20
90,-52.09,38.23
90,-52.09,38.23
90,-52.09,38.26
90,-52.09,38.26
90,-52.09,38.30
90,-52.09,38.30
90,-52.09,38.30
0,0.00,0.00
0,0.00,0.00
90,-52.09,38.37
90,-52.09,38.37
90,-52.09,38.40
90,-52.09,38.40
90,-52.09,38.44
90,-52.09,38.44
90,-52.09,38.47
90,-52.09,38.47
90,-52.09,38.50
90,-52.09,38.50
90,-52.09,38.54
90,-52.09,38.54
90,-52.09,38.57
90,-52.09,38.57
90,-52.09,38.60
90,-52.09,38.60
90,-52.09,38.64
90,-52.09,38.64
90,-52.09,38.67
90,-52.09,38.67
90,-52.09,38.71
90,-52.09,38.71
90,-52.09,38.74
90,-52.09,38.74
90,-52.09,38.74
0,0.00,0.00
0,0.00,0.00
90,-52.09,38.81
90,-52.09,38.81
90,-52.09,38.84
90,-52.09,38.84
90,-52.09,38.88
90,-52.09,38.88
90,-52.09,38.91
90,-52.09,38.91
90,-52.09,38.94
90,-52.09,38.94
90,-52.09,38.98
90,-52.09,38.98
90,-52.09,39.01
90,-52.09,39.01
90,-52.09,39.05
90,-52.09,39.05
90,-52.09,39.08
90,-52.09,39.08
90,-52.09,39.12
90,-52.09,39.12
90,-52.09,39.15
90,-52.09,39.15
90,-52.09,39.15
0,0.00,0.00
0,0.00,0.00
90,-52.09,39.22
90,-52.09,39.22
90,-52.09,39.25
90,-52.09,39.25
90,-52.09,39.28
90,-52.09,39.28
90,-52.09,39.32
90,-52.09,39.32
90,-52.09,39.35
90,-52.09,39.35
90,-52.09,39.39
90,-52.09,39.39
90,-52.09,39.42
90,-52.09,39.42
90,-52.09,39.46
90,-52.09,39.46
90,-52.09,39.49
90,-52.09,39.49
90,-52.09,39.52
90,-52.09,39.52
90,-52.09,39.56
90,-52.09,39.56
90,-52.09,39.59
90,-52.09,39.59
90,-52.09,39.59
0,0.00,0.00
0,0.00,0.00
90,-52.09,39.66
90,-52.09,39.66
90,-52.09,39.69
90,-52.09,39.69
90,-52.09,39.73
90,-52.09,39.73
90,-52.09,39.76
90,-52.09,39.76
90,-52.09,39.79
90,-52.09,39.79
90,-52.09,39.83
90,-52.09,39.83
90,-52.09,39.86
90,-52.09,39.86
90,-52.09,39.90
90,-52.09,39.90
90,-52.09,39.93
90,-52.09,39.93
90,-52.09,39.97
90,-52.09,39.97
90,-52.09,40.00
90,-52.09,40.00
90,-52.09,40.00
0,0.00,0.00
0,0.00,0.00
90,-52.09,40.07
90,-52.09,40.07
90,-52.09,40.10
90,-52.09,40.10
90,-52.09,40.13
90,-52.09,40.13
90,-52.09,40.17
90,-52.09,40.17
90,-52.09,40.20
90,-52.09,40.20
90,-52.09,40.24
90,-52.09,40.24
90,-52.09,40.27
90,-52.09,40.27
90,-52.09,40.31
90,-52.09,40.31
90,-52.09,40.34
90,-52.09,40.34
90,-52.09,40.37
90,-52.09,40.37
90,-52.09,40.41
90,-52.09,40.41
90,-52.09,40.44
90,-52.09,40.44
90,-52.09,40.44
0,0.00,0.00
0,0.00,0.00
90,-52.09,40.51
90,-52.09,40.51
90,-52.09,40.54
90,-52.09,40.54
90,-52.09,40.58
90,-52.09,40.58
90,-52.09,40.61
90,-52.09,40.61
90,-52.09,40.65
90,-52.09,40.65
90,-52.09,40.68
90,-52.09,40.68
90,-52.09,40.71
90,-52.09,40.71
90,-52.09,40.75
90,-52.09,40.75
90,-52.09,40.78
90,-52.09,40.78
90,-52.09,40.81
90,-52.09,40.81
90,-52.09,40.85
90,-52.09,40.85
90,-52.09,40.85
0,0.00,0.00
0,0.00,0.00
90,-52.09,40.92
90,-52.09,40.92
90,-52.09,40.95
90,-52.09,40.95
90,-52.09,40.99
90,-52.09,40.99
90,-52.09,41.02
90,-52.09,41.02
90,-52.09,41.05
90,-52.09,41.05
90,-52.09,41.09
90,-52.09,41.09
90,-52.09,41.12
90,-52.09,41.12
90,-52.09,41.15
90,-52.09,41.15
90,-52.09,41.19
90,-52.09,41.19
90,-52.09,41.22
90,-52.09,41.22
90,-52.09,41.26
90,-52.09,41.26
90,-52.09,41.29
90,-52.09,41.29
90,-52.09,41.29
0,0.00,0.00
0,0.00,0.00
90,-52.09,41.36
90,-52.09,41.36
90,-52.09,41.39
90,-52.09,41.39
90,-52.09,41.43
90,-52.09,41.43
90,-52.09,41.46
90,-52.09,41.46
90,-52.09,41.49
90,-52.09,41.49
90,-52.09,41.53
90,-52.09,41.53
90,-52.09,41.56
90,-52.09,41.56
90,-52.09,41.60
90,-52.09,41.60
90,-52.09,41.63
90,-52.09,41.63
90,-52.09,41.67
90,-52.09,41.67
90,-52.09,41.70
90,-52.09,41.70
90,-52.09,41.70
0,0.00,0.00
0,0.00,0.00
90,-52.09,41.77
90,-52.09,41.77
90,-52.09,41.80
90,-52.09,41.80
90,-52.09,41.83
90,-52.09,41.83
90,-52.09,41.87
90,-52.09,41.87
90,-52.09,41.90
90,-52.09,41.90
90,-52.09,41.94
90,-52.09,41.94
90,-52.09,41.97
90,-52.09,41.97
90,-52.09,42.01
90,-52.09,42.01
90,-52.09,42.04
90,-52.09,42.04
90,-52.09,42.07
90,-52.09,42.07
90,-52.09,42.11
90,-52.09,42.11
90,-52.09,42.14
90,-52.09,42.14
90,-52.09,42.14
0,0.00,0.00
0,0.00,0.00
90,-52.09,42.21
90,-52.09,42.21
90,-52.09,42.24
90,-52.09,42.24
90,-52.09,42.28
90,-52.09,42.28
90,-52.09,42.31
90,-52.09,42.31
90,-52.09,42.35
90,-52.09,42.35
90,-52.09,42.38
90,-52.09,42.38
90,-52.09,42.41
90,-52.09,42.41
90,-52.09,42.45
90,-52.09,42.45
90,-52.09,42.48
90,-52.09,42.48
90,-52.09,42.51
90,-52.09,42.51
90,-52.09,42.55
90,-52.09,42.55
90,-52.09,42.55
0,0.00,0.00
0,0.00,0.00
90,-52.09,42.62
90,-52.09,42.62
90,-52.09,42.65
90,-52.09,42.65
90,-52.09,42.69
90,-52.09,42.69
90,-52.09,42.72
90,-52.09,42.72
90,-52.09,42.75
90,-52.09,42.75
90,-52.09,42.79
90,-52.09,42.79
90,-52.09,42.82
90,-52.09,42.82
90,-52.09,42.85
90,-52.09,42.85
90,-52.09,42.89
90,-52.09,42.89
90,-52.09,42.92
90,-52.09,42.92
90,-52.09,42.96
90,-52.09,42.96
90,-52.09,42.99
90,-52.09,42.99
90,-52.09,42.99
0,0.00,0.00
0,0.00,0.00
90,-52.09,43.06
90,-52.09,43.06
90,-52.09,43.09
90,-52.09,43.09
90,-52.09,43.13
90,-52.09,43.13
90,-52.09,43.16
90,-52.09,43.16
90,-52.09,43.19
90,-52.09,43.19
90,-52.09,43.23
90,-52.09,43.23
90,-52.09,43.26
90,-52.09,43.26
90,-52.09,43.30
90,-52.09,43.30
90,-52.09,43.33
90,-52.09,43.33
90,-52.09,43.37
90,-52.09,43.37
90,-52.09,43.40
90,-52.09,43.40
90,-52.09,43.40
0,0.00,0.00
0,0.00,0.00
90,-52.09,43.47
90,-52.09,43.47
90,-52.09,43.50
90,-52.09,43.50
90,-52.09,43.53
90,-52.09,43.53
90,-52.09,43.57
90,-52.09,43.57
90,-52.09,43.60
90,-52.09,43.60
90,-52.09,43.64
90,-52.09,43.64
90,-52.09,43.67
90,-52.09,43.67
90,-52.09,43.71
90,-52.09,43.71
90,-52.09,43.74
90,-52.09,43.74
90,-52.09,43.77
90,-52.09,43.77
90,-52.09,43.81
90,-52.09,43.81
90,-52.09,43.84
90,-52.09,43.84
90,-52.09,43.84
0,0.00,0.00
0,0.00,0.00
90,-52.09,43.91
90,-52.09,43.91
90,-52.09,43.94
90,-52.09,43.94
90,-52.09,43.98
90,-52.09,43.98
90,-52.09,44.01
90,-52.09,44.01
90,-52.09,44.04
90,-52.09,44.04
90,-52.09,44.08
90,-52.09,44.08
90,-52.09,44.11
90,-52.09,44.11
90,-52.09,44.15
90,-52.09,44.15
90,-52.09,44.18
90,-52.09,44.18
90,-52.09,44.22
90,-52.09,44.22
90,-52.09,44.25
90,-52.09,44.25
90,-52.09,44.25
0,0.00,0.00
0,0.00,0.00
90,-52.09,44.32
90,-52.09,44.32
90,-52.09,44.35
90,-52.09,44.35
90,-52.09,44.38
90,-52.09,44.38
90,-52.09,44.42
90,-52.09,44.42
90,-52.09,44.45
90,-52.09,44.45
90,-52.09,44.49
90,-52.09,44.49
90,-52.09,44.52
90,-52.09,44.52
90,-52.09,44.56
90,-52.09,44.56
90,-52.09,44.59
90,-52.09,44.59
90,-52.09,44.62
90,-52.09,44.62
90,-52.09,44.66
90,-52.09,44.66
90,-52.09,44.69
90,-52.09,44.69
90,-52.09,44.69
0,0.00,0.00
0,0.00,0.00
90,-52.09,44.76
90,-52.09,44.76
90,-52.09,44.79
90,-52.09,44.79
90,-52.09,44.83
90,-52.09,44.83
90,-52.09,44.86
90,-52.09,44.86
90,-52.09,44.90
90,-52.09,44.90
87,-16.92,44.93
87,-16.92,44.93
88,-17.14,44.96
88,-17.14,44.96
88,-17.14,45.00
88,-17.14,45.00
88,-17.14,45.03
88,-17.14,45.03
88,-17.14,45.06
88,-17.14,45.06
88,-17.14,45.06
0,0.00,0.00
0,0.00,0.00
156,-18.42,45.13
156,-18.42,45.13
174,-21.00,45.17
174,-21.00,45.17
194,-22.11,45.20
194,-22.11,45.20
197,-21.20,45.24
197,-21.20,45.24
201,-21.85,45.27
201,-21.85,45.27
206,-21.78,45.31
206,-21.78,45.31
209,-22.86,45.34
209,-22.86,45.34
215,-22.68,45.38
215,-22.68,45.38
219,-23.76,45.41
219,-23.76,45.41
223,-22.73,45.45
223,-22.73,45.45
227,-22.52,45.48
227,-22.52,45.48
232,-23.08,45.52
232,-23.08,45.52
235,-23.85,45.55
235,-23.85,45.55
235,-23.85,45.59
235,-23.85,45.59
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,450.00
235,-23.85,450.00
73,73.00,73.00
73,73.00,73.00
235,-23.85,45.08
235,-23.85,45.08
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,450.00
235,-23.85,450.00
90,90.00,90.00
90,90.00,90.00
235,-23.85,45.09
235,-23.85,45.09
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,460.00
235,-23.85,460.00
8,8.00,8.00
8,8.00,8.00
235,-23.85,46.11
235,-23.85,46.11
235,-23.85,46.15
235,-23.85,46.15
235,-23.85,46.18
235,-23.85,46.18
235,-23.85,46.22
235,-23.85,46.22
235,-23.85,46.25
235,-23.85,46.25
235,-23.85,46.29
235,-23.85,46.29
235,-23.85,46.32
235,-23.85,46.32
235,-23.85,46.36
235,-23.85,46.36
235,-23.85,46.39
235,-23.85,46.39
235,-23.85,46.43
235,-23.85,46.43
235,-23.85,46.46
235,-23.85,46.46
235,-23.85,46.50
235,-23.85,46.50
235,-23.85,46.53
235,-23.85,46.53
235,-23.85,46.57
235,-23.85,46.57
235,-23.85,46.60
235,-23.85,46.60
235,-23.85,46.64
235,-23.85,46.64
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,40.00
235,-23.85,460.00
235,-23.85,460.00
78,78.00,78.00
78,78.00,78.00
359,-26.66,46.08
359,-26.66,46.08
85,85.00,85.00
85,85.00,85.00
4,-29.90,46.00
4,-29.90,46.00
4,-29.90,46.92
4,-29.90,46.92
4,-29.90,46.95
4,-29.90,46.95
4,-29.90,46.98
4,-29.90,46.98
4,-29.90,47.01
4,-29.90,47.01
4,-29.90,47.05
4,-29.90,47.05
44,-27.32,47.08
44,-27.32,47.08
71,-29.72,47.11
71,-29.72,47.11
71,-29.72,47.11
0,0.00,0.00
0,0.00,0.00
128,-34.10,47.18
128,-34.10,47.18
154,-32.59,47.22
154,-32.59,47.22
160,-32.60,47.25
160,-32.60,47.25
168,-32.73,47.29
168,-32.73,47.29
174,-32.85,47.32
174,-32.85,47.32
179,-31.42,47.36
179,-31.42,47.36
188,-31.85,47.39
188,-31.85,47.39
194,-32.39,47.43
194,-32.39,47.43
196,-32.16,47.46
196,-32.16,47.46
196,-32.16,47.50
196,-32.16,47.50
196,-32.16,47.53
196,-32.16,47.53
196,-32.16,47.57
196,-32.16,47.57
196,-32.16,47.60
196,-32.16,47.60
196,-32.16,47.64
196,-32.16,47.64
196,-32.16,40.00
196,-32.16,40.00
196,-32.16,40.00
196,-32.16,40.00
252,-33.69,470.00
252,-33.69,470.00
78,78.00,78.00
78,78.00,78.00
274,-34.56,470.81
274,-34.56,470.81
0,0.85,0.85
0,0.85,0.85
283,-34.82,47.88
283,-34.82,47.88
283,-34.82,47.92
283,-34.82,47.92
303,-35.35,47.95
303,-35.35,47.95
310,-36.20,47.99
310,-36.20,47.99
317,-35.74,48.02
317,-35.74,48.02
321,-34.45,48.06
321,-34.45,48.06
321,-34.45,48.09
321,-34.45,48.09
321,-34.45,48.13
321,-34.45,48.13
348,-34.26,48.16
348,-34.26,48.16
357,-34.82,48.20
357,-34.82,48.20
359,-34.09,48.23
359,-34.09,48.23
11,-35.77,48.27
11,-35.77,48.27
13,-35.33,48.30
13,-35.33,48.30
13,-35.33,48.33
13,-35.33,48.33
27,-34.44,48.37
27,-34.44,48.37
35,-33.68,48.40
35,-33.68,48.40
35,-33.68,48.44
35,-33.68,48.44
51,-36.30,48.47
51,-36.30,48.47
62,-37.21,48.51
62,-37.21,48.51
69,-38.25,48.54
69,-38.25,48.54
73,-34.59,48.57
73,-34.59,48.57
75,-35.19,48.61
75,-35.19,48.61
75,-35.19,48.64
75,-35.19,48.64
75,-35.19,48.67
75,-35.19,48.67
75,-35.19,48.71
75,-35.19,48.71
75,-35.19,48.71
0,0.00,0.00
0,0.00,0.00
124,-36.91,48.78
124,-36.91,48.78
131,-36.84,48.81
131,-36.84,48.81
138,-38.86,48.85
138,-38.86,48.85
149,-37.98,48.88
149,-37.98,48.88
156,-37.72,48.92
156,-37.72,48.92
163,-36.77,48.95
163,-36.77,48.95
169,-35.24,48.99
169,-35.24,48.99
177,-35.82,49.02
177,-35.82,49.02
184,-37.24,49.06
184,-37.24,49.06
190,-37.01,49.09
190,-37.01,49.09
190,-37.01,49.13
190,-37.01,49.13
190,-37.01,49.16
190,-37.01,49.16
190,-37.01,49.20
190,-37.01,49.20
190,-37.01,49.23
190,-37.01,49.23
228,-38.15,409.27
228,-38.15,409.27
0,0.30,0.30
0,0.30,0.30
228,-38.15,49.34
228,-38.15,49.34
228,-38.15,49.37
228,-38.15,49.37
228,-38.15,49.41
228,-38.15,49.41
258,-38.90,49.44
258,-38.90,49.44
258,-38.90,49.48
258,-38.90,49.48
258,-38.90,49.51
258,-38.90,49.51
258,-38.90,49.55
258,-38.90,49.55
258,-38.90,49.58
258,-38.90,49.58
258,-38.90,49.62
258,-38.90,49.62
258,-38.90,49.65
258,-38.90,49.65
320,-37.65,49.69
320,-37.65,49.69
340,-37.49,49.72
340,-37.49,49.72
347,-38.07,49.76
347,-38.07,49.76
353,-37.36,49.79
353,-37.36,49.79
2,-38.44,40.00
2,-38.44,40.00
6,-37.60,49.86
6,-37.60,49.86
13,-38.60,49.89
13,-38.60,49.89
17,-36.91,49.93
17,-36.91,49.93
17,-36.91,49.96
17,-36.91,49.96
17,-36.91,50.00
17,-36.91,50.00
17,-36.91,50.03
17,-36.91,50.03
17,-36.91,50.06
17,-36.91,50.06
46,-39.23,50.10
46,-39.23,50.10
67,-36.47,50.13
67,-36.47,50.13
78,-39.26,50.17
78,-39.26,50.17
81,-38.40,50.20
81,-38.40,50.20
93,-36.57,50.23
93,-36.57,50.23
98,-37.89,50.27
98,-37.89,50.27
98,-37.89,50.27
0,0.00,0.00
0,0.00,0.00
98,-37.89,50.34
98,-37.89,50.34
127,-40.59,50.37
127,-40.59,50.37
137,-40.43,50.40
137,-40.43,50.40
144,-39.61,50.44
144,-39.61,50.44
144,-39.61,50.47
144,-39.61,50.47
144,-39.61,50.51
144,-39.61,50.51
144,-39.61,50.54
144,-39.61,50.54
176,-37.20,50.58
176,-37.20,50.58
183,-37.71,50.62
183,-37.71,50.62
189,-36.56,50.65
189,-36.56,50.65
189,-36.56,50.69
189,-36.56,50.69
189,-36.56,50.72
189,-36.56,50.72
216,-38.57,50.76
216,-38.57,50.76
219,-39.40,50.79
219,-39.40,50.79
219,-39.40,50.83
219,-39.40,50.83
219,-39.40,50.86
219,-39.40,50.86
248,-40.03,500.90
248,-40.03,500.90
0,0.93,0.93
0,0.93,0.93
260,-41.13,50.97
260,-41.13,50.97
275,-38.31,51.00
275,-38.31,51.00
283,-38.45,51.03
283,-38.45,51.03
283,-38.45,51.07
283,-38.45,51.07
283,-38.45,51.10
283,-38.45,51.10
283,-38.45,51.14
283,-38.45,51.14
283,-38.45,51.17
283,-38.45,51.17
327,-40.39,51.21
327,-40.39,51.21
334,-39.87,51.24
334,-39.87,51.24
346,-39.67,51.28
346,-39.67,51.28
353,-38.59,51.31
353,-38.59,51.31
355,-39.12,51.35
355,-39.12,51.35
7,-39.58,501.38
7,-39.58,501.38
13,-39.10,51.42
13,-39.10,51.42
13,-39.10,51.45
13,-39.10,51.45
13,-39.10,51.49
13,-39.10,51.49
13,-39.10,51.52
13,-39.10,51.52
13,-39.10,51.55
13,-39.10,51.55
48,-38.16,51.59
48,-38.16,51.59
62,-39.07,51.62
62,-39.07,51.62
62,-39.07,51.66
62,-39.07,51.66
62,-39.07,51.69
62,-39.07,51.69
84,-37.33,51.72
84,-37.33,51.72
89,-39.87,51.76
89,-39.87,51.76
89,-39.87,51.79
89,-39.87,51.79
89,-39.87,51.83
89,-39.87,51.83
89,-39.87,51.86
89,-39.87,51.86
89,-39.87,51.89
89,-39.87,51.89
89,-39.87,51.89
0,0.00,0.00
0,0.00,0.00
147,-38.49,51.96
147,-38.49,51.96
154,-38.89,52.00
154,-38.89,52.00
161,-39.29,52.03
161,-39.29,52.03
170,-37.72,52.07
170,-37.72,52.07
177,-37.78,52.10
177,-37.78,52.10
183,-39.36,52.14
183,-39.36,52.14
195,-38.46,52.17
195,-38.46,52.17
201,-39.72,52.21
201,-39.72,52.21
211,-41.11,52.24
211,-41.11,52.24
215,-39.81,52.28
215,-39.81,52.28
215,-39.81,52.31
215,-39.81,52.31
237,-40.62,52.35
237,-40.62,52.35
240,-41.98,52.38
240,-41.98,52.38
252,-39.48,502.42
252,-39.48,502.42
0,0.45,0.45
0,0.45,0.45
268,-41.32,52.49
268,-41.32,52.49
275,-38.67,52.52
275,-38.67,52.52
280,-39.89,52.56
280,-39.89,52.56
295,-41.88,52.59
295,-41.88,52.59
303,-40.03,52.63
303,-40.03,52.63
312,-39.67,52.66
312,-39.67,52.66
320,-40.77,52.70
320,-40.77,52.70
327,-40.17,52.73
327,-40.17,52.73
338,-39.48,52.77
338,-39.48,52.77
345,-39.42,52.80
345,-39.42,52.80
351,-37.93,52.84
351,-37.93,52.84
0,-38.02,52.87
0,-38.02,52.87
7,-37.72,52.91
7,-37.72,52.91
14,-38.36,52.94
14,-38.36,52.94
20,-38.48,52.97
20,-38.48,52.97
32,-38.67,53.01
32,-38.67,53.01
34,-37.54,53.04
34,-37.54,53.04
34,-37.54,53.08
34,-37.54,53.08
52,-37.37,53.11
52,-37.37,53.11
59,-38.48,53.14
59,-38.48,53.14
59,-38.48,53.18
59,-38.48,53.18
59,-38.48,53.21
59,-38.48,53.21
59,-38.48,53.24
59,-38.48,53.24
59,-38.48,53.24
0,0.00,0.00
0,0.00,0.00
103,-37.60,53.31
103,-37.60,53.31
105,-38.26,53.35
105,-38.26,53.35
105,-38.26,53.38
105,-38.26,53.38
130,-38.95,53.42
130,-38.95,53.42
137,-39.30,53.45
137,-39.30,53.45
144,-39.24,53.49
144,-39.24,53.49
147,-39.66,53.52
147,-39.66,53.52
161,-37.69,53.56
161,-37.69,53.56
167,-37.18,53.59
167,-37.18,53.59
178,-38.22,53.63
178,-38.22,53.63
178,-38.22,53.66
178,-38.22,53.66
192,-39.10,53.70
192,-39.10,53.70
192,-39.10,53.73
192,-39.10,53.73
203,-40.27,503.77
203,-40.27,503.77
0,0.80,0.80
0,0.80,0.80
203,-40.27,53.84
203,-40.27,53.84
215,-40.60,53.87
215,-40.60,53.87
223,-41.21,53.91
223,-41.21,53.91
223,-41.21,53.94
223,-41.21,53.94
257,-40.28,53.98
257,-40.28,53.98
270,-42.78,54.01
270,-42.78,54.01
278,-39.54,54.05
278,-39.54,54.05
285,-37.77,54.08
285,-37.77,54.08
298,-42.08,54.12
298,-42.08,54.12
305,-40.26,54.15
305,-40.26,54.15
312,-39.05,54.19
312,-39.05,54.19
322,-40.12,54.22
322,-40.12,54.22
329,-39.92,54.26
329,-39.92,54.26
336,-37.91,54.29
336,-37.91,54.29
348,-38.80,54.33
348,-38.80,54.33
354,-38.97,54.36
354,-38.97,54.36
10,-39.67,54.43
17,-39.17,54.47
22,-40.36,54.50
22,-40.36,54.53
31,-40.36,54.57
50,-41.21,54.60
55,-41.60,54.63
55,-41.60,54.67
75,-39.91,54.70
78,-41.16,54.74
90,-42.55,54.77
103,-40.43,54.81
106,-40248.07,55.51
275,-36.89,55.54
285,-36.93,55.58
292,-37.73,55.61
302,-38.81,55.65
