angle,Velocidade,Tempo
56,-0.01,8.78
56,-0.01,8.81
56,-0.01,8.81
56,-0.01,8.85
56,-0.01,8.85
56,-0.01,8.88
56,-0.01,8.88
56,-0.01,8.88
0,0.00,0.00
0,0.00,0.00
56,-0.01,8.94
56,-0.01,8.94
56,-0.02,8.98
56,-0.02,8.98
56,0.02,9.01
56,0.02,9.01
56,0.02,9.01
56,-0.02,9.00
56,-0.02,9.00
56,-0.01,9.07
56,-0.01,9.07
56,-0.01,9.10
56,-0.01,9.10
56,0.00,9.13
56,0.00,9.13
56,0.00,9.13
0,0.00,0.00
0,0.00,0.00
56,0.00,9.20
56,0.00,9.20
56,-0.02,9.23
56,-0.02,9.23
56,0.00,9.26
56,0.00,9.26
56,0.00,9.26
56,0.01,9.29
56,0.01,9.29
56,0.00,9.32
56,0.00,9.32
56,0.01,9.35
56,0.01,9.35
56,0.01,9.35
56,0.01,9.38
56,0.01,9.38
56,0.01,9.41
56,0.01,9.41
56,-0.02,9.44
56,-0.02,9.44
56,0.01,9.48
56,0.01,9.48
56,0.01,9.48
56,0.00,9.51
56,0.00,9.51
56,-0.01,9.54
56,-0.01,9.54
56,0.00,9.57
56,0.00,9.57
56,0.00,9.60
56,0.00,9.60
56,0.00,9.60
56,-0.01,9.63
56,-0.01,9.63
56,0.02,9.66
56,0.02,9.66
56,0.01,9.70
56,0.01,9.70
56,0.01,9.70
56,-0.02,9.73
56,-0.02,9.73
56,0.01,9.76
56,0.01,9.76
56,0.01,9.79
56,0.01,9.79
56,0.02,9.82
56,0.02,9.82
56,0.02,9.82
56,0.01,9.85
56,0.01,9.85
56,-0.01,9.88
56,-0.01,9.88
56,0.00,9.91
56,0.00,9.91
56,0.00,9.95
56,0.00,9.95
56,0.00,9.95
56,0.01,9.98
56,0.01,9.98
56,0.00,10.01
56,0.00,10.01
56,0.02,10.04
56,0.02,10.04
56,0.02,10.04
0,0.00,0.00
0,0.00,0.00
56,0.02,10.10
56,0.02,10.10
56,0.03,10.14
56,0.03,10.14
56,0.00,10.17
56,0.00,10.17
56,0.00,10.17
56,0.01,10.20
56,0.01,10.20
56,0.00,10.23
56,0.00,10.23
56,0.00,10.27
56,0.00,10.27
56,0.01,10.30
56,0.01,10.30
56,-0.01,10.33
56,-0.01,10.33
56,-0.01,10.33
0,0.00,0.00
0,0.00,0.00
56,-0.02,10.39
56,-0.02,10.39
56,0.01,10.43
56,0.01,10.43
56,0.01,10.46
56,0.01,10.46
56,0.00,10.49
56,0.00,10.49
56,0.00,10.49
56,0.01,10.50
56,0.01,10.50
56,0.02,10.56
56,0.02,10.56
56,0.00,10.59
56,0.00,10.59
56,0.01,10.62
56,0.01,10.62
56,0.00,10.65
56,0.00,10.65
56,0.00,10.65
56,0.01,10.68
56,0.01,10.68
56,-0.01,10.72
56,-0.01,10.72
56,0.02,10.75
56,0.02,10.75
56,0.01,10.78
56,0.01,10.78
56,-0.01,10.81
56,-0.01,10.81
56,-0.01,10.81
0,0.00,0.00
0,0.00,0.00
56,-0.02,10.88
56,-0.02,10.88
56,0.00,10.91
56,0.00,10.91
56,0.00,10.94
56,0.00,10.94
56,-0.02,10.98
56,-0.02,10.98
56,-0.02,10.98
0,0.00,0.00
0,0.00,0.00
56,-0.01,11.04
56,-0.01,11.04
56,0.00,11.07
56,0.00,11.07
56,0.00,11.11
56,0.00,11.11
56,0.00,11.11
0,0.00,0.00
0,0.00,0.00
56,-0.02,11.17
56,-0.02,11.17
56,0.00,11.20
56,0.00,11.20
56,0.00,11.23
56,0.00,11.23
56,0.00,11.23
0,0.00,0.00
0,0.00,0.00
56,0.00,11.30
56,0.00,11.30
56,0.00,11.33
56,0.00,11.33
56,0.00,11.36
56,0.00,11.36
56,0.00,11.36
56,0.02,11.40
56,0.02,11.40
56,-0.01,11.43
56,-0.01,11.43
56,0.01,11.46
56,0.01,11.46
56,0.00,11.49
56,0.00,11.49
56,0.01,11.52
56,0.01,11.52
56,0.01,11.52
0,0.00,0.00
0,0.00,0.00
56,-0.01,11.59
56,-0.01,11.59
56,-0.01,11.62
56,-0.01,11.62
56,-0.02,11.65
56,-0.02,11.65
56,0.00,11.69
56,0.00,11.69
56,0.00,11.69
0,0.00,0.00
0,0.00,0.00
56,-0.01,11.75
56,-0.01,11.75
56,0.00,11.78
56,0.00,11.78
56,-0.01,11.82
56,-0.01,11.82
56,0.03,11.85
56,0.03,11.85
56,0.03,11.85
56,0.00,11.81
56,0.00,11.81
56,0.01,11.91
56,0.01,11.91
56,-0.03,11.95
56,-0.03,11.95
56,0.00,11.98
56,0.00,11.98
56,-0.01,12.01
56,-0.01,12.01
56,-0.01,12.01
0,0.00,0.00
0,0.00,0.00
56,-0.01,12.08
56,-0.01,12.08
56,0.00,12.11
56,0.00,12.11
56,0.01,12.14
56,0.01,12.14
56,0.01,12.17
56,0.01,12.17
56,0.01,12.17
56,0.02,12.20
56,0.02,12.20
56,-0.01,12.24
56,-0.01,12.24
56,0.00,12.27
56,0.00,12.27
56,0.01,12.30
56,0.01,12.30
56,-0.01,12.33
56,-0.01,12.33
56,0.01,12.37
56,0.01,12.37
56,0.01,12.37
56,0.01,12.40
56,0.01,12.40
56,0.00,12.43
56,0.00,12.43
56,-0.01,12.46
56,-0.01,12.46
56,0.00,12.50
56,0.00,12.50
56,0.00,12.53
56,0.00,12.53
56,0.00,12.53
0,0.00,0.00
0,0.00,0.00
56,-0.01,12.59
56,-0.01,12.59
56,0.00,12.63
56,0.00,12.63
56,0.00,12.66
56,0.00,12.66
56,0.00,12.66
56,-0.01,12.60
56,-0.01,12.60
56,0.00,120.72
56,0.00,120.72
56,-0.02,12.76
56,-0.02,12.76
56,0.01,12.79
56,0.01,12.79
56,0.00,12.82
56,0.00,12.82
56,0.02,12.85
56,0.02,12.85
56,0.03,12.88
56,0.03,12.88
56,0.03,12.88
56,0.00,12.90
56,0.00,12.90
56,-0.01,12.95
56,-0.01,12.95
56,0.00,12.98
56,0.00,12.98
56,0.00,13.01
56,0.00,13.01
56,0.01,13.05
56,0.01,13.05
56,0.01,13.05
0,0.00,0.00
0,0.00,0.00
56,0.00,13.11
56,0.00,13.11
56,0.01,13.14
56,0.01,13.14
56,0.01,13.17
56,0.01,13.17
56,0.01,13.17
56,0.00,13.20
56,0.00,13.20
56,0.02,13.24
56,0.02,13.24
56,0.02,13.27
56,0.02,13.27
56,-0.01,13.30
56,-0.01,13.30
56,-0.01,13.33
56,-0.01,13.33
56,0.01,13.37
56,0.01,13.37
56,0.01,13.37
56,0.00,13.40
56,0.00,13.40
56,-0.01,13.43
56,-0.01,13.43
56,0.00,13.46
56,0.00,13.46
56,0.00,13.50
56,0.00,13.50
56,0.01,13.53
56,0.01,13.53
56,0.01,13.53
0,0.00,0.00
0,0.00,0.00
56,0.01,13.59
56,0.01,13.59
56,0.00,13.62
56,0.00,13.62
56,0.00,13.66
56,0.00,13.66
56,0.00,13.66
0,0.00,0.00
0,0.00,0.00
56,0.00,13.72
56,0.00,13.72
56,0.01,13.75
56,0.01,13.75
56,0.01,13.75
0,0.00,0.00
0,0.00,0.00
56,-0.01,13.82
56,-0.01,13.82
56,0.01,13.85
56,0.01,13.85
56,0.00,13.88
56,0.00,13.88
56,0.00,13.88
0,0.00,0.00
0,0.00,0.00
56,-0.01,13.95
56,-0.01,13.95
56,-0.01,13.98
56,-0.01,13.98
56,-0.02,14.01
56,-0.02,14.01
56,0.01,14.05
56,0.01,14.05
56,0.01,14.05
56,-0.01,14.08
56,-0.01,14.08
56,-0.03,14.11
56,-0.03,14.11
56,-0.02,14.14
56,-0.02,14.14
56,-0.01,14.18
56,-0.01,14.18
56,-0.01,14.21
56,-0.01,14.21
56,0.01,14.24
56,0.01,14.24
56,-0.01,14.27
56,-0.01,14.27
56,-0.01,14.27
0,0.00,0.00
0,0.00,0.00
56,0.01,14.34
56,0.01,14.34
56,-0.01,14.37
56,-0.01,14.37
56,0.00,14.40
56,0.00,14.40
56,0.00,14.40
0,0.00,0.00
0,0.00,0.00
56,0.00,14.47
56,0.00,14.47
56,-0.01,14.50
56,-0.01,14.50
56,0.00,14.53
56,0.00,14.53
56,0.00,14.53
0,0.00,0.00
0,0.00,0.00
56,-0.03,14.60
56,-0.03,14.60
56,-0.02,14.63
56,-0.02,14.63
56,-0.01,14.66
56,-0.01,14.66
56,-0.01,14.70
56,-0.01,14.70
56,-0.01,14.70
0,0.00,0.00
0,0.00,0.00
56,-0.01,14.76
56,-0.01,14.76
56,0.00,14.80
56,0.00,14.80
56,0.00,14.83
56,0.00,14.83
56,0.02,14.86
56,0.02,14.86
56,0.02,14.86
56,0.00,14.80
56,0.00,14.80
56,0.00,14.93
56,0.00,14.93
56,0.00,14.96
56,0.00,14.96
56,0.01,14.99
56,0.01,14.99
56,0.01,14.99
0,0.00,0.00
0,0.00,0.00
56,0.00,15.05
56,0.00,15.05
56,0.00,15.09
56,0.00,15.09
56,-0.01,15.12
56,-0.01,15.12
56,0.00,15.15
56,0.00,15.15
56,0.00,15.15
56,0.00,15.11
56,0.00,15.11
56,0.01,15.22
56,0.01,15.22
56,0.01,15.25
56,0.01,15.25
56,0.00,15.28
56,0.00,15.28
56,0.00,15.28
0,0.00,0.00
0,0.00,0.00
56,-0.02,15.34
56,-0.02,15.34
56,0.00,15.38
56,0.00,15.38
56,0.00,15.41
56,0.00,15.41
56,0.00,15.41
0,0.00,0.00
0,0.00,0.00
56,-0.01,15.47
56,-0.01,15.47
56,0.00,15.51
56,0.00,15.51
56,0.07,15.54
56,0.07,15.54
56,0.07,15.54
0,0.00,0.00
0,0.00,0.00
56,-0.02,15.60
56,-0.02,15.60
56,0.04,15.64
56,0.04,15.64
56,-0.04,15.67
56,-0.04,15.67
56,0.04,15.70
56,0.04,15.70
56,0.04,15.70
56,0.04,15.73
56,0.04,15.73
56,0.04,15.76
56,0.04,15.76
56,0.09,15.80
56,0.09,15.80
56,-0.03,15.83
56,-0.03,15.83
56,0.05,15.86
56,0.05,15.86
56,0.05,15.86
0,0.00,0.00
0,0.00,0.00
56,0.00,15.93
56,0.00,15.93
56,0.04,15.96
56,0.04,15.96
56,0.07,15.99
56,0.07,15.99
56,0.07,15.99
0,0.00,0.00
0,0.00,0.00
56,0.08,16.05
56,0.08,16.05
56,0.00,16.08
56,0.00,16.08
56,0.00,16.08
0,0.00,0.00
0,0.00,0.00
56,0.05,16.15
56,0.05,16.15
56,0.26,16.18
56,0.26,16.18
56,0.32,16.21
56,0.32,16.21
56,0.32,16.21
0,0.00,0.00
0,0.00,0.00
55,0.65,16.28
55,0.65,16.28
55,0.64,16.31
55,0.64,16.31
55,0.64,16.31
0,0.00,0.00
0,0.00,0.00
55,0.49,16.37
55,0.49,16.37
55,0.50,16.41
55,0.50,16.41
55,-0.16,16.44
55,-0.16,16.44
55,-0.16,16.44
0,0.00,0.00
0,0.00,0.00
55,0.12,16.50
55,0.12,16.50
55,0.29,16.54
55,0.29,16.54
55,0.35,16.57
55,0.35,16.57
55,0.35,16.57
0,0.00,0.00
0,0.00,0.00
54,1.46,16.63
54,1.46,16.63
54,2.18,16.67
54,2.18,16.67
54,2.08,16.70
54,2.08,16.70
54,2.08,16.70
53,1.35,16.73
53,1.35,16.73
53,1.16,16.76
53,1.16,16.76
53,1.40,16.79
53,1.40,16.79
53,1.15,16.83
53,1.15,16.83
52,0.86,16.86
52,0.86,16.86
52,0.86,16.86
0,0.00,0.00
0,0.00,0.00
52,0.71,16.92
52,0.71,16.92
52,1.19,16.95
52,1.19,16.95
52,1.52,16.99
52,1.52,16.99
52,1.52,16.99
51,1.34,17.00
51,1.34,17.00
51,1.16,17.05
51,1.16,17.05
51,1.01,17.08
51,1.01,17.08
51,0.56,17.11
51,0.56,17.11
51,0.54,17.15
51,0.54,17.15
51,0.54,17.15
50,1.00,17.18
50,1.00,17.18
50,1.61,17.21
50,1.61,17.21
50,2.05,17.24
50,2.05,17.24
49,2.03,17.27
49,2.03,17.27
49,1.53,17.31
49,1.53,17.31
49,1.53,17.31
0,0.00,0.00
0,0.00,0.00
49,2.56,17.37
49,2.56,17.37
46,23.58,17.40
46,23.58,17.40
41,24.29,17.43
41,24.29,17.43
41,24.29,17.43
0,0.00,0.00
0,0.00,0.00
30,26.00,17.50
30,26.00,17.50
25,21.06,17.53
25,21.06,17.53
21,25.41,17.57
21,25.41,17.57
16,30.61,17.60
16,30.61,17.60
16,30.61,17.60
0,0.00,0.00
0,0.00,0.00
2,30.92,17.67
2,30.92,17.67
358,25.21,17.70
358,25.21,17.70
353,22.87,17.73
353,22.87,17.73
349,16.75,17.76
349,16.75,17.76
347,11.96,17.80
347,11.96,17.80
345,6.15,17.83
345,6.15,17.83
345,6.15,17.83
0,0.00,0.00
0,0.00,0.00
344,-0.10,17.90
344,-0.10,17.90
344,-1.11,17.93
344,-1.11,17.93
345,-1.83,17.97
345,-1.83,17.97
345,0.17,18.00
345,0.17,18.00
345,0.24,18.03
345,0.24,18.03
345,0.07,18.07
345,0.07,18.07
345,0.07,18.07
0,0.00,0.00
0,0.00,0.00
345,-0.06,18.13
345,-0.06,18.13
345,0.03,18.17
345,0.03,18.17
345,-0.10,18.20
345,-0.10,18.20
345,0.04,18.24
345,0.04,18.24
345,0.09,18.27
345,0.09,18.27
345,0.09,18.27
0,0.00,0.00
0,0.00,0.00
345,0.28,18.33
345,0.28,18.33
345,1.65,18.37
345,1.65,18.37
343,6.65,18.40
343,6.65,18.40
342,10.09,18.43
342,10.09,18.43
342,10.09,18.43
0,0.00,0.00
0,0.00,0.00
337,13.00,18.50
337,13.00,18.50
335,5.90,18.54
335,5.90,18.54
334,3.14,18.57
334,3.14,18.57
334,-0.77,18.60
334,-0.77,18.60
334,-1.77,18.64
334,-1.77,18.64
335,-1.66,18.67
335,-1.66,18.67
335,-2.40,18.70
335,-2.40,18.70
336,-4.64,18.74
336,-4.64,18.74
337,-7.69,18.77
337,-7.69,18.77
337,-7.69,18.77
0,0.00,0.00
0,0.00,0.00
339,0.29,18.84
339,0.29,18.84
339,-0.28,18.87
339,-0.28,18.87
339,-2.41,18.91
339,-2.41,18.91
339,-1.36,18.94
339,-1.36,18.94
339,-0.10,18.98
339,-0.10,18.98
339,1.64,19.01
339,1.64,19.01
340,-2.36,19.04
340,-2.36,19.04
340,0.10,19.08
340,0.10,19.08
340,0.10,19.08
0,0.00,0.00
0,0.00,0.00
341,-1.97,19.14
341,-1.97,19.14
341,-1.00,19.18
341,-1.00,19.18
341,-1.44,19.21
341,-1.44,19.21
342,-2.33,19.25
342,-2.33,19.25
342,-2.27,19.28
342,-2.27,19.28
342,-1.80,19.31
342,-1.80,19.31
343,-1.12,19.35
343,-1.12,19.35
343,-0.95,19.38
343,-0.95,19.38
343,-0.95,19.38
0,0.00,0.00
0,0.00,0.00
343,-2.75,19.45
343,-2.75,19.45
344,-2.25,19.48
344,-2.25,19.48
344,-2.26,19.52
344,-2.26,19.52
345,-2.33,19.55
345,-2.33,19.55
345,-2.43,19.58
345,-2.43,19.58
346,-2.86,19.62
346,-2.86,19.62
346,-2.56,19.65
346,-2.56,19.65
347,-2.80,19.69
347,-2.80,19.69
347,-3.00,19.72
347,-3.00,19.72
348,-3.11,19.75
348,-3.11,19.75
349,-3.30,19.79
349,-3.30,19.79
349,-3.17,19.82
349,-3.17,19.82
349,-3.17,19.82
0,0.00,0.00
0,0.00,0.00
351,-3.57,19.89
351,-3.57,19.89
351,-3.83,19.92
351,-3.83,19.92
352,-4.06,19.96
352,-4.06,19.96
353,-4.23,19.99
353,-4.23,19.99
354,-4.64,20.03
354,-4.64,20.03
355,-4.71,20.06
355,-4.71,20.06
356,-4.95,20.09
356,-4.95,20.09
356,-4.77,20.13
356,-4.77,20.13
358,-4.74,20.16
358,-4.74,20.16
358,-4.86,20.20
358,-4.86,20.20
359,-4.93,20.23
359,-4.93,20.23
1,-5.51,20.26
1,-5.51,20.26
1,-5.51,20.26
0,0.00,0.00
0,0.00,0.00
3,-6.19,20.33
3,-6.19,20.33
4,-6.66,20.36
4,-6.66,20.36
5,-6.51,20.39
5,-6.51,20.39
5,-6.51,20.39
6,-5.98,20.40
6,-5.98,20.40
7,-6.10,20.46
7,-6.10,20.46
8,-5.97,20.49
8,-5.97,20.49
9,-6.16,20.52
9,-6.16,20.52
11,-6.64,20.55
11,-6.64,20.55
11,-6.64,20.55
0,0.00,0.00
0,0.00,0.00
13,-7.00,20.62
13,-7.00,20.62
15,-7.18,20.65
15,-7.18,20.65
16,-6.78,20.68
16,-6.78,20.68
18,-6.75,20.72
18,-6.75,20.72
18,-6.75,20.72
0,0.00,0.00
0,0.00,0.00
20,-7.12,20.78
20,-7.12,20.78
22,-7.36,20.82
22,-7.36,20.82
23,-7.46,20.85
23,-7.46,20.85
25,-7.15,20.88
25,-7.15,20.88
25,-7.15,20.88
0,0.00,0.00
0,0.00,0.00
27,-7.19,20.95
27,-7.19,20.95
29,-7.46,20.98
29,-7.46,20.98
30,-7.52,21.01
30,-7.52,21.01
32,-7.47,21.05
32,-7.47,21.05
34,-6.90,21.08
34,-6.90,21.08
34,-6.90,21.08
0,0.00,0.00
0,0.00,0.00
36,-7.07,21.15
36,-7.07,21.15
38,-7.60,21.18
38,-7.60,21.18
40,-7.89,21.21
40,-7.89,21.21
41,-7.70,21.25
41,-7.70,21.25
41,-7.70,21.25
0,0.00,0.00
0,0.00,0.00
44,-7.54,21.31
44,-7.54,21.31
46,-7.62,21.34
46,-7.62,21.34
47,-8.05,21.38
47,-8.05,21.38
49,-8.18,21.41
49,-8.18,21.41
49,-8.18,21.41
0,0.00,0.00
0,0.00,0.00
53,-7.58,21.48
53,-7.58,21.48
55,-7.44,21.51
55,-7.44,21.51
56,-8.09,21.54
56,-8.09,21.54
58,-8.35,21.58
58,-8.35,21.58
59,-8.17,21.61
59,-8.17,21.61
59,-8.17,21.61
0,0.00,0.00
0,0.00,0.00
64,-7.76,21.67
64,-7.76,21.67
65,-8.06,21.71
65,-8.06,21.71
67,-8.36,21.74
67,-8.36,21.74
69,-8.08,21.77
69,-8.08,21.77
69,-8.08,21.77
0,0.00,0.00
0,0.00,0.00
72,-7.60,21.84
72,-7.60,21.84
74,-7.94,21.87
74,-7.94,21.87
76,-8.27,21.91
76,-8.27,21.91
78,-8.45,21.94
78,-8.45,21.94
78,-8.45,21.94
0,0.00,0.00
0,0.00,0.00
82,-7.93,22.00
82,-7.93,22.00
84,-7.92,22.04
84,-7.92,22.04
85,-8.24,22.07
85,-8.24,22.07
87,-8.74,22.10
87,-8.74,22.10
89,-8.98,22.14
89,-8.98,22.14
89,-8.98,22.14
0,0.00,0.00
0,0.00,0.00
93,-8.23,22.20
93,-8.23,22.20
95,-8.43,22.24
95,-8.43,22.24
96,-8.70,22.27
96,-8.70,22.27
98,-8.65,22.30
98,-8.65,22.30
98,-8.65,22.30
0,0.00,0.00
0,0.00,0.00
103,-8.58,22.37
103,-8.58,22.37
105,-8.79,22.40
105,-8.79,22.40
106,-8.82,22.44
106,-8.82,22.44
109,-8.31,22.47
109,-8.31,22.47
111,-8.66,22.50
111,-8.66,22.50
113,-8.70,22.54
113,-8.70,22.54
115,-10.05,22.57
115,-10.05,22.57
118,-9.53,22.61
118,-9.53,22.61
120,-8.56,22.64
120,-8.56,22.64
121,-8.23,22.68
121,-8.23,22.68
121,-8.23,22.68
0,0.00,0.00
0,0.00,0.00
126,-9.87,22.74
126,-9.87,22.74
128,-9.16,22.78
128,-9.16,22.78
130,-8.95,22.81
130,-8.95,22.81
133,-9.60,22.85
133,-9.60,22.85
135,-9.64,22.88
135,-9.64,22.88
137,-9.68,22.91
137,-9.68,22.91
138,-9.83,22.95
138,-9.83,22.95
141,-9.35,22.98
141,-9.35,22.98
143,-9.81,23.02
143,-9.81,23.02
145,-10.21,23.05
145,-10.21,23.05
148,-9.85,23.08
148,-9.85,23.08
148,-9.85,23.08
0,0.00,0.00
0,0.00,0.00
152,-10.29,23.15
152,-10.29,23.15
155,-11.02,23.19
155,-11.02,23.19
157,-10.55,23.22
157,-10.55,23.22
158,-10.34,23.26
158,-10.34,23.26
160,-10.83,23.29
160,-10.83,23.29
164,-11.74,23.33
164,-11.74,23.33
166,-11.52,23.36
166,-11.52,23.36
169,-11.30,23.40
169,-11.30,23.40
171,-11.67,23.43
171,-11.67,23.43
173,-12.03,23.47
173,-12.03,23.47
176,-11.73,23.50
176,-11.73,23.50
178,-12.14,23.54
178,-12.14,23.54
181,-12.56,23.57
181,-12.56,23.57
184,-12.76,20.00
184,-12.76,20.00
186,-12.70,20.00
186,-12.70,20.00
188,-12.89,230.00
188,-12.89,230.00
71,71.00,71.00
71,71.00,71.00
194,-12.83,230.75
194,-12.83,230.75
0,0.78,0.78
0,0.78,0.78
198,-13.54,23.82
198,-13.54,23.82
201,-13.85,23.85
201,-13.85,23.85
204,-13.16,23.89
204,-13.16,23.89
207,-13.56,23.92
207,-13.56,23.92
210,-14.11,23.96
210,-14.11,23.96
212,-14.19,23.99
212,-14.19,23.99
214,-13.96,24.03
214,-13.96,24.03
218,-14.55,24.06
218,-14.55,24.06
220,-13.85,24.10
220,-13.85,24.10
222,-13.54,24.13
222,-13.54,24.13
226,-14.87,24.17
226,-14.87,24.17
229,-15.28,24.20
229,-15.28,24.20
231,-15.11,24.24
231,-15.11,24.24
235,-15.21,24.27
235,-15.21,24.27
238,-15.44,24.31
238,-15.44,24.31
241,-14.79,24.34
241,-14.79,24.34
243,-15.39,24.38
243,-15.39,24.38
247,-15.68,24.41
247,-15.68,24.41
249,-15.20,24.45
249,-15.20,24.45
253,-15.25,20.00
253,-15.25,20.00
256,-15.59,20.00
256,-15.59,20.00
259,-15.28,240.00
259,-15.28,240.00
59,59.00,59.00
59,59.00,59.00
265,-15.95,240.62
265,-15.95,240.62
0,0.66,0.66
0,0.66,0.66
272,-15.22,24.69
272,-15.22,24.69
274,-15.74,24.73
274,-15.74,24.73
277,-15.52,24.76
277,-15.52,24.76
280,-15.18,24.80
280,-15.18,24.80
283,-15.51,24.83
283,-15.51,24.83
286,-16.44,24.87
286,-16.44,24.87
290,-15.23,24.90
290,-15.23,24.90
293,-15.31,24.94
293,-15.31,24.94
295,-16.10,24.97
295,-16.10,24.97
299,-14.95,25.01
299,-14.95,25.01
301,-14.27,25.04
301,-14.27,25.04
304,-15.59,25.08
304,-15.59,25.08
307,-16.48,25.11
307,-16.48,25.11
311,-15.71,25.15
311,-15.71,25.15
314,-15.83,25.18
314,-15.83,25.18
317,-16.25,25.22
317,-16.25,25.22
320,-14.56,25.25
320,-14.56,25.25
322,-15.99,25.29
322,-15.99,25.29
327,-15.81,25.32
327,-15.81,25.32
329,-14.68,20.00
329,-14.68,20.00
332,-15.76,20.00
332,-15.76,20.00
335,-16.36,250.00
335,-16.36,250.00
46,46.00,46.00
46,46.00,46.00
341,-15.86,250.50
341,-15.86,250.50
0,0.53,0.53
0,0.53,0.53
348,-15.45,25.57
348,-15.45,25.57
351,-16.43,25.60
351,-16.43,25.60
354,-16.83,25.64
354,-16.83,25.64
357,-16.08,25.67
357,-16.08,25.67
0,-17.33,25.71
0,-17.33,25.71
4,-16.58,25.74
4,-16.58,25.74
8,-16.80,25.77
8,-16.80,25.77
11,-17.35,25.81
11,-17.35,25.81
14,-16.99,25.84
14,-16.99,25.84
17,-16.89,25.88
17,-16.89,25.88
17,-16.89,25.88
0,0.00,0.00
0,0.00,0.00
26,-17.15,25.94
26,-17.15,25.94
28,-17.96,25.98
28,-17.96,25.98
31,-17.09,26.01
31,-17.09,26.01
37,-18.25,26.05
37,-18.25,26.05
41,-19.31,26.08
41,-19.31,26.08
44,-18.05,26.11
44,-18.05,26.11
48,-18.93,26.15
48,-18.93,26.15
54,-17.78,26.18
54,-17.78,26.18
56,-19.08,26.22
56,-19.08,26.22
61,-18.24,26.25
61,-18.24,26.25
63,-18.99,26.28
63,-18.99,26.28
63,-18.99,26.28
0,0.00,0.00
0,0.00,0.00
74,-19.59,26.35
74,-19.59,26.35
78,-20.94,26.39
78,-20.94,26.39
83,-20.02,26.42
83,-20.02,26.42
87,-20.78,26.45
87,-20.78,26.45
93,-19.58,26.49
93,-19.58,26.49
97,-21.20,26.52
97,-21.20,26.52
102,-19.89,26.56
102,-19.89,26.56
106,-20.50,26.59
106,-20.50,26.59
111,-20.67,26.63
111,-20.67,26.63
118,-21.40,26.66
118,-21.40,26.66
122,-21.66,26.70
122,-21.66,26.70
126,-22.25,26.73
126,-22.25,26.73
130,-21.86,26.77
130,-21.86,26.77
136,-21.49,26.80
136,-21.49,26.80
140,-22.93,26.84
140,-22.93,26.84
147,-23.40,26.87
147,-23.40,26.87
152,-22.81,26.91
152,-22.81,26.91
156,-22.95,26.94
156,-22.95,26.94
160,-23.73,26.98
160,-23.73,26.98
166,-23.29,27.01
166,-23.29,27.01
170,-23.37,27.05
170,-23.37,27.05
174,-23.66,27.08
174,-23.66,27.08
181,-23.65,27.12
181,-23.65,27.12
185,-24.47,27.15
185,-24.47,27.15
191,-23.87,27.19
191,-23.87,27.19
195,-25.22,27.22
195,-25.22,27.22
200,-24.57,27.26
200,-24.57,27.26
204,-25.42,207.29
204,-25.42,207.29
0,0.33,0.33
0,0.33,0.33
216,-25.45,27.36
216,-25.45,27.36
220,-25.83,27.40
220,-25.83,27.40
226,-25.48,27.43
226,-25.48,27.43
231,-26.60,27.47
231,-26.60,27.47
