142,98.47
136,98.24
124,98.61
118,98.62
105,98.55
99,98.46
86,98.54
80,98.47
68,98.33
62,98.46
49,98.37
44,98.47
32,98.22
26,98.32
15,98.34
9,98.36
357,98.28
346,98.41
334,98.32
329,98.23
317,98.33
305,98.44
299,98.41
293,98.26
281,98.54
275,98.40
263,98.48
257,98.40
245,98.48
239,98.44
227,98.49
216,98.52
210,98.47
204,98.54
193,98.52
181,98.51
175,98.59
170,98.47
158,98.47
146,98.60
140,98.67
128,98.40
121,98.59
109,98.53
103,98.42
90,98.28
84,98.54
71,98.54
65,98.47
53,98.36
41,98.47
35,98.44
24,98.20
18,98.44
7,98.33
1,98.41
350,98.23
344,98.47
332,98.39
326,98.37
315,98.34
309,98.37
297,98.47
291,98.32
279,98.34
272,98.43
260,98.51
254,98.41
243,98.47
237,98.50
225,98.48
219,98.61
208,98.49
202,98.71
191,98.51
185,98.51
173,98.46
167,98.55
156,98.52
150,98.51
138,98.57
132,98.55
119,98.48
107,98.40
100,98.62
88,98.50
81,98.50
69,98.34
63,98.50
51,98.33
45,98.41
33,98.35
27,98.42
16,98.33
10,98.36
359,98.29
353,98.34
342,98.37
336,98.40
324,98.51
318,98.34
306,98.39
300,98.40
288,98.45
282,98.44
270,98.32
264,98.50
252,98.33
246,98.46
234,98.40
223,98.54
217,98.60
211,98.55
200,98.51
188,98.52
177,98.62
171,98.51
159,98.58
153,98.52
141,98.54
135,98.34
123,98.62
117,98.58
104,98.42
98,98.51
85,98.52
79,98.59
67,98.32
61,98.37
49,98.30
43,98.50
31,98.32
25,98.34
14,98.28
8,98.36
357,98.33
351,98.40
339,98.33
334,98.25
322,98.37
316,98.40
304,98.41
298,98.41
286,98.39
280,98.50
268,98.42
262,98.28
250,98.48
238,98.45
226,98.45
215,98.48
209,98.48
198,98.55
192,98.50
181,98.43
175,98.53
163,98.52
157,98.50
145,98.57
139,98.46
127,98.66
121,98.66
108,98.65
102,98.42
89,98.51
83,98.43
71,98.41
65,98.33
52,98.42
47,98.42
35,98.30
29,98.30
17,98.33
12,98.31
0,98.31
355,98.31
343,98.31
337,98.39
332,98.32
320,98.34
308,98.42
302,98.35
290,98.35
278,98.39
272,98.52
260,98.37
254,98.49
242,98.55
236,98.40
224,98.58
218,98.52
213,98.57
201,98.56
190,98.51
184,98.51
173,98.59
167,98.59
155,98.52
149,98.52
137,98.61
131,98.46
118,98.47
112,98.55
100,98.56
93,98.45
81,98.45
75,98.34
62,98.45
56,98.35
44,98.40
38,98.40
27,98.36
21,98.36
10,98.22
358,98.39
352,98.31
341,98.37
335,98.33
324,98.52
318,98.33
306,98.36
300,98.45
288,98.42
282,98.42
270,98.53
263,98.59
251,98.56
246,98.40
234,98.57
228,98.56
216,98.54
211,98.42
199,98.62
193,98.45
182,98.58
176,98.45
165,98.58
159,98.56
147,98.51
141,98.47
128,98.56
122,98.56
110,98.39
104,98.47
91,98.48
85,98.51
72,98.19
60,98.50
54,98.36
42,98.39
36,98.25
25,98.30
19,98.41
7,98.35
2,98.23
350,98.33
345,98.29
333,98.20
327,98.28
315,98.45
310,98.40
298,98.37
285,98.39
279,98.44
267,98.49
261,98.55
249,98.48
243,98.56
232,98.51
226,98.56
220,98.52
208,98.59
197,98.67
191,98.51
180,98.56
174,98.53
162,98.56
157,98.55
145,98.59
132,98.45
120,98.67
114,98.61
101,98.41
95,98.40
82,98.47
76,98.41
64,98.41
58,98.29
46,98.50
40,98.44
28,98.19
23,98.31
11,98.36
5,98.28
354,98.30
348,98.42
337,98.41
331,98.39
319,98.23
313,98.47
301,98.44
295,98.35
283,98.37
271,98.33
265,98.37
259,98.45
247,98.44
241,98.52
229,98.47
224,98.47
212,98.48
201,98.53
189,98.57
184,98.50
172,98.49
166,98.53
154,98.49
148,98.51
136,98.62
124,98.55
118,98.55
111,98.49
99,98.58
93,98.51
80,98.39
74,98.34
62,98.42
