358,36.37
354,34.60
352,37.47
348,36.22
345,35.31
341,37.12
339,36.48
335,34.83
333,34.61
329,35.00
326,36.35
322,34.80
318,36.65
313,34.75
311,34.57
307,34.91
305,36.44
300,34.90
298,37.10
293,36.81
291,34.54
287,37.34
282,36.45
280,35.18
278,37.06
273,35.03
269,34.68
267,34.42
264,35.06
260,36.60
256,34.80
253,36.92
249,36.64
247,34.72
242,37.33
240,36.73
236,35.07
234,34.65
229,34.88
227,36.91
223,34.82
221,37.21
217,36.64
215,34.92
210,36.98
206,37.05
204,34.85
200,37.18
198,34.91
194,35.02
192,34.72
190,35.19
185,36.96
181,34.69
179,37.10
175,36.82
173,35.09
169,36.74
167,35.27
162,34.96
160,34.84
156,35.06
154,36.71
150,34.83
147,36.68
143,36.94
141,34.91
136,37.06
134,36.83
130,35.29
128,34.75
123,35.07
121,37.07
117,34.66
114,36.97
110,36.91
107,35.26
103,36.47
98,37.27
96,34.88
92,36.91
89,37.12
85,35.00
83,34.90
78,35.10
76,37.28
71,34.70
69,36.70
65,37.05
63,35.18
58,36.40
54,37.34
52,34.75
50,34.78
45,34.96
43,35.25
39,35.00
37,36.22
33,37.58
28,34.71
26,36.60
22,37.11
20,35.34
18,36.17
14,35.08
10,35.01
8,34.83
5,35.05
1,37.28
357,35.00
355,36.12
351,37.49
349,34.95
345,36.30
343,37.20
338,35.28
336,35.08
332,35.11
330,37.55
326,35.04
323,36.31
319,37.32
317,35.21
312,35.72
310,34.99
306,34.90
304,35.10
299,35.02
297,37.22
293,35.40
290,35.76
286,37.69
284,34.89
279,36.04
277,37.27
272,35.14
270,35.39
266,35.01
263,37.57
259,35.25
257,35.96
252,37.27
250,35.04
246,35.58
241,37.67
239,34.96
235,35.81
233,35.04
229,35.17
226,35.48
222,35.06
220,37.62
216,35.28
214,35.84
209,37.29
207,35.12
203,35.89
201,34.86
197,34.89
195,35.48
191,34.78
189,37.29
185,35.66
182,35.64
178,37.53
176,34.92
172,35.79
170,34.86
166,35.29
164,35.68
159,35.06
157,37.45
153,35.59
151,35.64
146,37.22
144,35.17
140,35.33
138,37.50
133,35.02
131,35.71
127,34.95
124,37.09
120,35.89
118,35.35
113,37.70
111,35.20
107,35.52
104,37.21
100,35.24
97,36.06
93,34.72
91,37.57
86,36.03
84,35.36
79,37.14
77,35.29
73,35.07
71,34.77
66,35.14
64,36.03
60,34.91
57,37.26
53,36.25
51,35.03
46,37.56
44,35.11
40,35.28
38,34.76
34,35.14
32,36.33
25,37.55
23,35.02
21,36.17
17,34.67
15,35.24
11,36.45
9,34.60
5,37.51
3,35.15
358,35.16
354,37.20
352,35.18
350,36.58
346,34.56
344,35.11
339,36.41
337,35.20
333,36.98
331,36.64
327,34.69
322,37.44
320,35.04
318,36.53
314,34.80
312,35.11
307,36.81
305,34.83
300,37.51
296,36.42
294,35.22
289,36.82
287,35.21
285,34.91
278,37.26
276,34.93
271,35.05
269,36.99
265,35.10
263,37.02
258,34.46
256,35.17
251,36.68
249,35.19
245,36.84
243,36.89
238,34.74
234,37.03
232,35.08
230,36.74
226,34.91
223,35.09
219,36.90
217,34.76
213,37.11
209,36.96
207,35.15
202,36.86
200,34.86
198,34.72
194,34.82
190,34.85
188,37.08
186,34.99
182,36.78
177,36.93
175,34.89
171,36.89
167,36.81
165,35.26
161,36.50
158,35.21
154,34.88
152,36.74
148,35.04
146,36.91
141,35.01
139,36.41
135,37.28
132,34.62
128,36.81
126,35.00
121,35.04
119,36.33
115,35.35
112,37.31
108,34.90
106,36.73
101,36.92
99,35.25
94,36.39
92,35.09
87,34.90
83,36.56
81,35.06
78,37.08
74,34.94
72,35.18
67,37.47
65,34.79
59,35.05
56,37.08
54,34.94
50,36.18
46,37.49
43,35.01
39,36.49
37,34.99
33,35.12
31,36.18
27,34.88
24,37.60
20,34.89
18,36.42
14,37.28
12,35.14
8,36.02
6,35.12
2,34.86
360,34.99
355,35.07
353,37.23
349,35.09
347,35.89
343,37.61
341,34.94
336,36.11
334,34.95
330,35.24
328,35.70
324,35.04
321,37.72
315,36.06
311,37.21
308,35.11
304,35.60
302,35.00
299,34.85
295,35.18
291,34.98
288,37.20
286,35.58
282,35.55
277,37.67
275,34.91
271,35.97
268,34.94
264,35.35
262,35.41
257,35.14
255,37.69
253,35.31
248,35.89
244,37.16
242,35.20
