340,23.59
336,43.61
330,111.33
320,76.56
314,99.34
303,85.75
297,88.93
286,89.00
281,90.55
270,89.21
264,89.57
253,89.39
248,89.61
237,89.56
226,89.48
221,89.41
210,89.16
205,89.21
200,89.47
190,89.78
179,89.53
174,89.44
169,89.39
158,89.12
153,89.40
142,89.44
131,89.51
125,89.83
120,89.60
108,89.33
103,89.15
91,89.05
80,89.51
69,89.31
63,89.44
52,89.26
47,89.11
36,89.44
31,89.17
21,89.25
15,89.49
5,89.23
360,89.44
349,89.16
344,89.08
334,89.46
328,89.12
318,89.28
312,89.53
301,89.26
296,89.35
285,89.27
273,89.43
268,89.66
262,89.19
251,89.34
246,89.17
235,89.16
230,89.45
219,89.44
214,89.37
203,89.53
193,89.28
188,89.44
183,89.37
167,89.41
162,89.54
156,89.44
146,89.44
140,89.34
129,89.19
123,89.46
112,89.32
106,89.43
95,89.70
84,89.26
78,89.47
73,89.24
62,89.06
51,89.47
45,89.23
40,89.36
29,89.40
19,89.21
14,89.40
3,89.09
358,89.19
348,89.47
343,89.15
332,89.37
327,89.33
321,89.19
310,89.27
299,89.17
294,89.32
283,89.45
277,89.20
266,89.44
255,89.22
250,89.29
244,89.45
233,89.20
223,89.37
217,89.52
212,89.41
202,89.53
197,89.33
186,89.36
176,89.52
171,89.41
165,89.50
155,89.57
144,89.32
138,89.50
133,89.31
122,89.33
116,89.39
105,89.24
93,89.53
88,89.69
82,89.10
71,89.52
65,89.18
54,89.17
49,89.40
38,89.10
28,89.41
22,89.26
12,89.21
7,89.31
2,89.14
351,89.11
341,89.27
336,89.14
330,89.34
320,89.41
309,89.16
303,89.40
292,89.12
287,89.25
275,89.36
270,89.42
259,89.47
253,89.31
243,89.31
237,89.41
226,89.18
221,89.33
211,89.45
205,89.36
195,89.50
185,89.32
179,89.28
174,89.56
164,89.27
158,89.52
148,89.44
142,89.21
131,89.56
126,89.18
114,89.34
103,89.41
97,89.15
92,89.56
75,89.11
69,89.25
64,89.53
53,89.15
47,89.42
37,89.25
31,89.21
21,89.42
16,89.04
5,89.34
355,89.27
350,89.03
345,89.37
334,89.29
323,89.18
318,89.41
313,88.98
302,89.33
291,89.22
285,89.18
274,89.53
268,89.21
257,89.45
252,89.51
241,89.22
235,89.36
230,89.18
220,89.34
209,89.49
204,89.46
193,89.37
188,89.52
178,89.35
173,89.37
162,89.42
157,89.36
151,89.59
140,89.46
129,89.33
124,89.66
113,89.36
107,89.34
96,89.36
90,89.12
79,89.68
73,89.33
62,89.34
56,89.59
46,89.09
40,89.32
30,89.26
25,89.18
14,89.47
9,89.16
359,89.18
353,89.41
343,89.21
338,89.33
327,89.27
322,89.12
311,89.55
305,89.10
294,89.33
289,89.17
278,89.15
272,89.48
261,89.24
250,89.44
245,89.47
234,89.29
228,89.46
218,89.26
213,89.30
202,89.53
192,89.37
187,89.45
176,89.37
171,89.33
166,89.69
155,89.36
144,89.41
139,89.62
133,89.20
122,89.41
111,89.24
105,89.26
94,89.62
88,89.28
77,89.50
71,89.24
60,89.14
55,89.43
44,89.08
39,89.19
28,89.32
23,89.10
13,89.43
7,89.37
357,89.26
347,89.42
341,89.08
331,89.33
325,89.35
315,89.24
309,89.52
304,89.15
293,89.42
281,89.40
276,89.17
265,89.44
259,89.44
248,89.25
243,89.43
232,89.19
227,89.30
216,89.47
211,89.15
201,89.49
195,89.48
185,89.33
180,89.37
169,89.26
164,89.49
153,89.57
148,89.26
137,89.44
132,89.60
120,89.35
115,89.52
103,89.27
98,89.25
86,89.50
75,89.39
70,89.44
59,89.11
53,89.49
42,89.36
37,89.18
27,89.45
21,89.36
11,89.27
6,89.44
355,89.21
350,89.26
340,89.26
334,89.27
324,89.37
318,89.41
307,89.27
302,89.51
291,89.14
285,89.18
274,89.18
269,89.34
258,89.58
247,89.26
241,89.35
236,89.33
225,89.31
215,89.52
209,89.44
204,89.36
194,89.52
189,89.41
178,89.33
168,89.56
162,89.17
152,89.55
146,89.39
135,89.42
130,89.62
119,89.22
113,89.39
102,89.53
96,89.17
85,89.59
79,89.26
68,89.30
62,89.60
51,89.14
46,89.36
35,89.12
30,89.05
20,89.47
14,89.30
4,89.14
359,89.34
349,89.06
343,89.49
333,89.27
327,89.26
317,89.41
311,89.12
300,89.25
295,89.49
284,89.19
278,89.28
267,89.19
256,89.35
250,89.48
240,89.28
234,89.34
224,89.23
218,89.21
213,89.55
203,89.37
192,89.32
187,89.54
177,89.28
171,89.31
161,89.31
156,89.14
145,89.59
139,89.33
128,89.39
123,89.70
111,89.10
106,89.37
94,89.20
89,89.09
77,89.56
72,89.25
61,89.34
55,89.55
50,89.15
39,89.27
29,89.11
23,89.19
13,89.52
8,89.25
357,89.15
352,89.32
342,89.08
337,89.35
331,89.12
321,89.21
310,89.37
304,89.04
293,89.31
288,89.34
277,89.16
271,89.47
260,89.01
254,89.27
244,89.35
238,89.24
227,89.44
222,89.52
212,89.41
206,89.25
196,89.19
191,89.35
180,89.50
175,89.47
165,89.50
159,89.50
149,89.30
143,89.36
