85,80.42
80,80.50
69,80.34
65,80.48
55,80.25
50,80.33
40,80.34
35,80.48
26,80.32
21,80.42
12,80.32
7,80.96
358,80.14
348,81.02
344,80.40
334,81.14
329,80.61
320,81.14
315,80.50
305,81.05
300,80.69
290,81.06
285,80.73
275,80.85
270,80.61
260,80.70
256,80.77
246,80.78
241,80.92
231,80.61
226,80.85
217,80.46
212,80.48
203,80.67
198,80.91
189,80.50
184,80.61
175,80.33
170,80.96
160,80.30
156,81.09
146,80.36
141,80.71
131,80.16
126,80.71
116,80.90
105,80.72
100,80.17
90,80.76
85,80.24
75,80.80
70,80.20
60,80.83
55,80.09
45,80.78
40,80.51
31,80.83
26,80.26
17,80.76
12,80.22
3,80.31
358,80.31
349,80.91
339,80.34
334,80.95
325,80.25
320,81.09
315,80.09
305,81.10
295,80.24
291,80.41
286,80.04
276,81.22
271,81.02
261,81.02
251,80.18
246,81.09
241,80.20
227,80.19
222,80.19
217,80.91
208,80.74
198,80.84
194,80.61
189,80.91
180,80.60
175,80.46
166,80.45
156,80.65
151,80.45
146,81.09
136,80.26
131,80.55
121,80.35
116,80.35
106,80.31
95,80.41
90,80.41
80,80.60
75,80.07
70,80.52
60,80.07
50,80.57
45,80.16
40,80.72
31,80.10
21,80.80
17,80.12
7,80.76
3,80.12
353,80.92
344,80.52
339,80.96
330,80.39
325,81.01
315,80.34
310,80.99
301,80.42
296,81.01
286,80.39
281,81.21
271,80.27
266,81.03
256,80.33
251,80.45
241,80.42
237,81.11
227,80.23
222,80.51
213,80.20
208,81.10
199,80.36
194,80.89
185,80.34
180,80.94
170,80.29
166,80.48
156,80.47
151,80.42
141,80.58
136,80.29
126,80.49
121,80.32
111,80.51
101,80.85
96,80.55
85,81.08
80,80.29
70,81.02
65,80.46
55,80.99
50,80.46
41,80.94
36,80.37
26,81.11
22,80.54
12,80.96
3,79.99
358,80.80
354,80.71
344,80.90
339,80.12
330,80.83
325,80.91
315,80.59
311,80.97
301,80.68
291,80.22
286,80.59
281,81.00
271,80.54
261,80.24
256,80.52
251,80.39
241,80.60
232,80.31
227,80.52
218,80.31
213,80.45
203,80.46
194,81.19
189,80.53
185,80.33
175,80.70
171,80.82
161,80.86
156,80.30
146,81.04
137,80.67
131,80.92
121,80.53
116,80.87
111,80.43
101,80.85
91,80.67
85,81.01
80,80.47
70,80.94
60,80.27
55,80.75
46,80.34
41,80.82
31,80.33
26,80.31
17,80.37
12,80.95
3,80.18
358,81.02
349,80.16
335,80.18
330,81.17
325,80.49
316,81.02
311,80.02
301,81.03
291,80.05
286,80.93
276,80.06
271,80.64
261,80.25
256,80.86
247,80.22
237,80.86
232,80.34
227,80.79
218,80.35
208,80.83
204,80.53
194,81.04
190,80.45
180,80.93
176,80.46
166,80.96
161,80.51
152,80.99
147,80.21
137,80.96
132,80.72
122,80.89
117,80.78
106,80.79
101,80.17
91,80.90
81,80.18
76,80.64
66,80.30
61,80.54
51,80.18
46,80.42
36,80.27
32,80.55
22,80.30
17,80.40
8,80.07
3,80.24
